060405088800203050,-5,0,1,9.9,225,house,5,3,1,1,11.03,0,1,2,14.65814,2,365,6,1,41,772852.058962,20.079999864101406,7,842478.8600890555,75.81977421277665,5.563058798720138,64.70588235294117,23.52941176470588,11.76470588235294
060608088800402041,13,-13,1,9.9,257,house,8,5,1,2,6.529999999999999,0,0,0,17.387385000000002,4,730,6,1,7,16752,43.45999937057495,8,25612.929125693387,58.59206309557924,8.825543327277693,57.14285714285714,35.714285714285715,7.142857142857142
060608088800402061,-5,-7,1,9.9,346,house,3,2,0,1,1.6800000000000002,0,0,0,3.9080809999999997,5,365,6,1,2,0,11.6,3,130237.06243220819,0.01,4.471453069543504,47.368421052631575,47.368421052631575,5.263157894736842
060608088800402004,2,10,1,9.9,310,house,2,1,0,1,0.6,0,0,0,7.045087,4,365,6,1,3,0,16.759999999999998,6.375,54715.57582103467,15.571918519769365,9.946272873207288,66.66666666666666,23.809523809523807,9.523809523809524
060608088801401004,-8,3,1,9.9,98,house,5,3,1,1,8.58,0,0,0,1.2591539999999999,3,365,6,1,9,58947.892678799995,9,2.625,100906.82507017546,17.261371559302436,3.556810647845433,45.45454545454545,31.818181818181817,22.727272727272727
060608088800402022,3,-16,1,9.9,182,house,4,2,1,1,6.9399999999999995,0,0,0,11.306786,4,365,6,1,6,25128,21.65,5.125,131847.46319679212,8.66703232861627,5.205066884813959,43.47826086956522,26.08695652173913,30.434782608695656
060402088800801037,-1,5,1,9.9,232,house,6,4,0,2,6.989999999999999,0,0,0,1.58023,5,730,6,1,7,39398.3742836,15,13.25,89422.33471597999,40.250836498728084,12.477867719203896,66.66666666666666,20,13.333333333333334
060201088800802102,13,8,1,9.9,21,house,8,5,1,2,0,0,0,0,1.5212299999999999,3,730,6,1,4,0,3,5.25,44083.442745066866,0.01,5.418373059818063,45.83333333333333,25,29.166666666666668
060305088803003009,-14,6,1,9.9,54,house,4,2,1,1,0,0,0,0,5.0099730000000005,1,365,6,1,5,0,3,7,22873.568591798354,26.31614885163469,6.963039699786252,40,36,24
060201088800802255,-2,-10,1,9.9,14,house,7,5,0,2,12.17,2,5,5,2.64833,7,730,6,1,12,212522.41769685713,1,5.25,452091.3075724315,29.125599026323997,6.935943290083404,64,28.000000000000004,8
060608088801401058,-16,5,1,9.9,129,house,7,5,0,2,6.220000000000001,0,1,2,0.8064819999999999,1,730,6,1,3,16752,37.42900013923644,11.375,148205.58366121168,40.914445490298,12.387808299958555,41.66666666666667,37.5,20.833333333333336
060305088803003240,-7,16,1,9.9,239,house,4,2,1,1,3.1799999999999997,0,0,0,0.707266,2,365,6,1,5,35623.59146779999,3.5300001204013816,7,44180.021794884735,16.503409303230907,8.188121443126903,61.29032258064516,29.03225806451613,9.67741935483871
060402088800801063,-9,4,1,9.9,102,house,10,7,0,3,0.77,0,0,0,1.7623400000000002,4,1095,6,1,7,0,15,20.625,300377.6162680691,41.86257916503213,22.50322020289069,34.78260869565217,43.47826086956522,21.73913043478261
060608088801401112,-13,-15,1,9.9,40,house,7,5,0,2,0,0,0,0,0.24517199999999997,2,730,6,1,5,0,9.652000188827527,11.25,121842.13693150553,14.778298353996563,12.2470506612203,33.33333333333333,45.83333333333333,20.833333333333336
060301088800301094,2,-6,1,9.9,142,house,6,4,0,2,0.21000000000000002,0,0,0,0.33032,1,730,6,1,1,0,10,14,104743.73999147784,34.57126578192347,15.710995682821755,50,26.923076923076923,23.076923076923077
060608088801401139,6,9,1,9.9,234,house,11,8,0,3,2.4,2,0,0,0.940524,6,1095,6,1,11,74839.038,7.93599992990494,20,75886.19778573819,16.383889865310476,19.537996058580283,27.77777777777778,44.44444444444444,27.77777777777778
060201088800802072,-10,-15,1,9.9,58,house,2,1,0,1,1,0,0,1,4.812865,1,365,6,1,5,0,3,7,179428.62344910152,13.74432423903655,7.2808826300176985,48.484848484848484,30.303030303030305,21.21212121212121
060405088800203323,14,-12,1,9.9,352,house,14,10,0,4,4,0,2,2,14.58585,4,1460,6,1,9,0,15,20.625,75746.17400510445,0.01,23.18517772322016,39.285714285714285,42.857142857142854,17.857142857142858
060405088800203089,11,-9,1,9.9,215,house,9,6,1,2,17.33,0,0,0,0.51069,2,730,6,1,5,25128,2.555000066757202,14,67403.91394015301,8.844058561537535,11.807103819617879,34.78260869565217,47.82608695652174,17.391304347826086
060402088800801111,4,-11,1,9.9,183,house,7,5,0,2,2.4,0,1,1,11.559825,3,730,6,1,4,0,20,11.75,101432.36682189096,9.571142121642662,14.08393130723985,48.148148148148145,40.74074074074074,11.11111111111111
060402088800801059,7,-7,1,9.9,147,house,5,3,1,1,4.07,0,1,1,0.46747,3,365,6,1,3,8376,10,6.125,47162.300032086016,20.72201107474487,6.299636533778764,72.22222222222221,16.666666666666664,11.11111111111111
060301088800301216,11,-8,1,9.9,153,house,5,3,1,1,0,0,0,0,1.439099,5,365,6,1,11,185350.85720936,0,7,277608.33126187715,43.97863656832148,9.288869356570231,37.5,56.25,6.25
060204088800402266,-2,-12,1,9.9,50,house,1,0,1,0,0,0,0,0,2.2703784999999996,4,0,6,1,3,0,0,0,172378.07136693996,20.267455046271277,1.7754587670549875,54.166666666666664,29.166666666666668,16.666666666666664
060303088804202010,5,-12,1,9.9,168,house,6,4,0,2,0,0,0,0,0.3292,4,730,6,1,6,0,5,14,223362.70728780926,4.9438847972799005,16.37028219686862,43.333333333333336,50,6.666666666666667
060405088800203245,-16,0,1,9.9,110,house,5,3,1,1,0.4,0,0,0,1.71881,2,365,6,1,3,0,39.72000062465667,7,173980.26256693856,68.84325532805816,9.505387091776944,69.56521739130434,17.391304347826086,13.043478260869565
060608088800402172,-9,3,1,9.9,173,house,9,6,1,2,0.2,0,0,0,1.9987849999999998,4,730,6,1,12,269336.77075775,28.7,14,383327.419895793,76.06235633676363,14.684184573376966,39.285714285714285,50,10.714285714285714
060301088800301177,-16,1,1,9.9,285,house,6,4,0,2,0,0,0,0,1.5531199999999998,2,730,6,1,6,0,12,14,169077.0046931591,15.220670280796607,15.594563853510946,37.5,45.83333333333333,16.666666666666664
060207088801002041,-14,-12,1,9.9,159,house,3,2,0,1,0,0,0,0,12.90339675,2,365,6,1,299,5766738.347250001,0,7,5874528.2611413505,17.38518258034125,11.03778237705475,37.93103448275862,48.275862068965516,13.793103448275861
