120201088801701025,7,9,1,9.9,341,house,13,9,1,3,12.379999999999999,0,3,3,0.923832,2,1095,12,1,12,201796.452,5.71600008010864,12.375,224174.09566492605,20.082472823751534,13.250648719126115,46.15384615384615,46.15384615384615,7.6923076923076925
120201088801701013,4,7,1,9.9,254,house,11,8,0,3,14.71,3,4,3,0.734691,2,1095,12,1,6,17106,7.1450001001358,7.25,24069.72238430709,30.711290401967183,8.382667898461394,26.31578947368421,36.84210526315789,36.84210526315789
synthesized35,-12,-8,1,9.9,280,house,10,7,1,2,0,0,0,0,1.817234,8,730,12,1,4,67877.79891165,0,10.75,124830.3100036588,35.42871352581615,13.529369345548083,38.095238095238095,47.61904761904761,14.285714285714285
synthesized19,-7,-9,1,9.9,9,house,8,6,0,2,18.299999999999997,0,0,0,0.010705,2,730,12,1,4,16752,20,3,39352.340309641455,57.57889836275571,4.794846631318713,38.095238095238095,52.38095238095239,9.523809523809524
synthesized51,3,-12,1,9.9,178,house,4,3,0,1,5.42,3,1,0,5.130307,4,365,12,1,4,0,10.54500013589859,0.5,119743.45994378763,36.47782058486965,0.01,40.909090909090914,36.36363636363637,22.727272727272727
synthesized27,-5,-14,1,9.9,97,house,4,3,0,1,0,0,0,0,0.137625,2,365,12,1,8,0,25,7,4160.527564171793,23.522858007544023,10.261038776183186,40.909090909090914,45.45454545454545,13.636363636363635
120301088800704111,4,1,1,9.9,7,house,3,2,0,1,0.4,0,0,0,25.277614,4,365,12,1,39,667976.9559181001,0,3.875,1208095.737454726,0.01,6.867158447176088,50,36.666666666666664,13.333333333333334
120201088801701054,9,-5,1,9.9,231,house,7,5,0,2,1.2000000000000002,0,0,0,5.142228,2,730,12,1,94,1413191.4737724,15,6.5,1423901.2503265517,32.23135849886266,9.526688191064771,47.368421052631575,31.57894736842105,21.052631578947366
120301088800704030,-12,14,1,9.9,264,house,4,3,0,1,1.7,0,0,0,1.641112,3,365,12,1,13,243085.68799999997,0,-1,273864.1693453365,27.734860301179378,0.01,44.827586206896555,34.48275862068966,20.689655172413794
120101088800401027,-4,8,1,9.9,231,house,6,4,0,2,0,0,0,0,0.1596475,2,730,12,1,2,33521.21625,5,12.5,100316.14177463371,44.915875836339225,13.616567256656277,55.00000000000001,35,10
synthesized24,1,5,1,9.9,326,house,6,5,0,2,0.08,0,0,0,1.0651335,3,730,12,1,6,35099.1448787,0,10.75,41354.552929265374,46.292081751429166,12.626351237729008,60,33.33333333333333,6.666666666666667
synthesized8,7,15,1,9.9,24,house,10,7,1,2,0,0,0,0,0.23646,1,730,12,1,6,21358.724435999997,30,8.875,101718.9273657703,3.1124796879213683,9.865906271689447,29.411764705882355,52.94117647058824,17.647058823529413
synthesized15,-2,4,1,9.9,289,house,10,7,1,2,0.16,0,0,0,0.5194840000000001,2,730,12,1,4,0,5,7,43331.375841201996,0.01,6.090986503964079,37.93103448275862,41.37931034482759,20.689655172413794
synthesized48,3,-16,1,9.9,324,house,9,6,1,2,11.86,0,0,0,1.6052520000000001,2,730,12,1,7,8376,10.54500013589859,-5.375,25305.945733111672,0.20085875844869605,0.01,34.61538461538461,50,15.384615384615385
synthesized9,-10,16,1,9.9,292,house,11,8,0,3,5.75,0,0,0,0.517706,1,1095,12,1,6,16752,4.28700006008148,11,100326.6724129996,0.01,12.265668244103345,31.818181818181817,50,18.181818181818183
