synthesized11,5,0,1,9.9,18,house,7,3,1,3,4.82,0,2,0,0.08803,1,1095,4,1,5,0,12,3.125,66880.32202507407,63.166480576741364,4.882567241582967,61.53846153846154,30.76923076923077,7.6923076923076925
040901088800304008,-16,-7,1,9.9,144,house,8,4,1,3,38.97,5,6,5,4.673205,2,1095,4,1,12,300558.48090150004,10,4.75,324898.22766056657,9.656552712147825,5.073460134803241,40.74074074074074,37.03703703703704,22.22222222222222
synthesized32,-2,8,1,9.9,130,house,7,4,1,2,5.3,1,1,0,9.326139999999999,7,730,4,1,42,729943.3638177143,14,14,816901.4094593544,39.8284581853043,15.110754063856843,48.148148148148145,29.629629629629626,22.22222222222222
040701088801502301,0,-13,1,9.9,160,house,6,3,1,2,1.2,0,0,0,0.14367,1,730,4,1,7,0,0,7,67804.15142999309,36.11434071558749,12.599148086841687,40.625,43.75,15.625
synthesized23,14,12,1,9.9,250,house,5,3,0,2,3.03,0,1,0,0.08206000000000001,1,730,4,1,3,0,0,9,202758.06287458725,11.396508365134707,9.354816757101396,45.45454545454545,40.909090909090914,13.636363636363635
041901088800103027,-3,5,1,9.9,216,house,7,5,0,2,0.2,0,0,0,0.909557,4,730,4,1,4,0,11.410000324249271,14,175453.7882811571,0.01,13.603837030594256,48.275862068965516,13.793103448275861,37.93103448275862
040901088800304054,11,16,1,9.9,218,house,7,4,0,3,12.95,0,2,1,3.60837,4,1095,4,1,15,100325.68283549999,0,-1.5,173935.29754084826,0.01,1.4870067050059381,56.00000000000001,28.000000000000004,16
040601088802303004,2,-1,1,9.9,33,house,3,1,1,1,0,0,0,0,7.088531787528991,6,365,4,1,46,1055111.2363418196,0,7,1220293.111878949,0.01,11.080713864945817,47.368421052631575,31.57894736842105,21.052631578947366
040601088802303081,-5,-4,1,9.9,236,house,8,4,1,3,6.04,3,1,1,3.418385,8,1095,4,1,28,483233.11009775,35,21,550103.59318891,31.79113084554845,18.81828888735783,30,40,30
synthesized6,-10,8,1,9.9,212,house,7,4,1,2,25,6,16,3,0.5026349999999999,1,730,4,1,4,67297.753941,20,14,81027.86721363523,52.35500349615335,13.41961323785798,50,41.66666666666667,8.333333333333332
synthesized22,-13,16,1,9.9,68,house,8,5,0,3,3,1,1,1,0.172126,1,1095,4,1,4,0,0,-1.125,28380.07738723168,15.80431985826248,0.7657433285556374,63.1578947368421,21.052631578947366,15.789473684210526
041901088800103017,-16,-14,1,9.9,271,house,4,2,1,1,9.959999999999999,4,2,2,4.6685989999999995,2,365,4,1,5,16752,9.93500006198883,5.25,101171.55723484002,74.26290011786746,4.537700899893763,80.95238095238095,14.285714285714285,4.761904761904762
041901088800103137,5,-13,1,9.9,99,house,5,3,1,1,19.36,7,3,2,3.690405,6,365,4,1,14,273135.1725,22.985000312328335,-8.375,363797.11166206637,56.94953691318712,0.01,59.25925925925925,33.33333333333333,7.4074074074074066
synthesized16,16,7,1,9.9,338,house,14,6,0,6,38.959999999999994,0,9,5,36.604963,8,2190,4,1,129,2048638.307625,18.930000126361872,34,2126675.943204572,22.708229105748867,32.819021152460564,53.57142857142857,17.857142857142858,28.57142857142857
041901088800103012,-5,8,1,9.9,16,house,2,1,0,1,3.3,1,1,1,19.76943,2,365,4,1,225,4426123.6049999995,12.360000044107437,7,4544464.720441253,0.01,7.7148405738333485,44.44444444444444,44.44444444444444,11.11111111111111
040101088802202106,2,16,1,9.9,169,house,4,1,1,2,5.77,3,1,0,2.4785,7,730,4,1,19,238242.77517142854,13.011999964714065,8.75,241455.90422880574,11.345951952012381,9.158521078370386,52.94117647058824,23.52941176470588,23.52941176470588
040901088800304075,4,4,1,9.9,193,house,6,3,1,2,0.21,0,0,0,2.103015,2,730,4,1,2,0,0,14,11900.38551142406,0.01,17.28733195189644,57.14285714285714,38.095238095238095,4.761904761904762
040601088802303005,16,2,1,9.9,156,house,5,2,1,2,3.42,1,2,0,8.599238,5,730,4,1,3,8376,15,14,69247.15047853929,0.01,12.260123676223726,40,40,20
040401088801103085,-1,12,1,9.9,324,house,4,2,0,2,7.62,7,0,0,26.63844033333333,1,730,4,1,3,8376,0,14,103944.14581924194,13.761754778692508,15.08653065213531,33.33333333333333,38.095238095238095,28.57142857142857
synthesized1,12,-2,1,9.9,107,house,7,4,1,2,17.69,0,2,1,1.9889599999999998,4,730,4,1,10,49627.77898399999,14,9,58822.892325127264,0.01,11.042682425986305,44.44444444444444,33.33333333333333,22.22222222222222
040101088802202073,-9,16,1,9.9,30,house,5,2,0,3,27.44,0,0,0,3.511715,7,1095,4,1,10,128334.49893399997,10,20.25,217604.80426445993,0.01,21.5440072438732,50,40,10
synthesized31,3,13,1,9.9,181,house,7,3,1,3,4.82,4,0,0,2.545472,8,1095,4,1,9,8730,21.46799969673157,13.75,14578.218101034727,62.56171280233113,13.936990786230618,48.148148148148145,18.51851851851852,33.33333333333333
040401088801103004,10,-10,1,9.9,44,house,10,5,0,5,6.41,2,2,1,19.940038,1,1825,4,1,426,8926702.986,38,34.25,8958547.535500523,46.650211144259615,37.812838702996736,56.00000000000001,28.000000000000004,16
040901088800304125,6,-5,1,9.9,258,house,3,1,1,1,36.59,0,4,3,1.752725,1,365,4,1,41,824268.0750000001,0,-0.875,1054128.4555354815,0.01,2.1846029974457086,76.19047619047619,19.047619047619047,4.761904761904762
040401088801103058,-6,-4,1,9.9,247,house,4,2,0,2,11,4,4,3,50.347621999999994,2,730,4,1,3,8376,21,6.125,214087.7913361232,27.942986219111784,9.029502293255371,42.857142857142854,35.714285714285715,21.428571428571427
040101088802202238,-7,-3,1,9.9,58,house,7,3,0,4,12.23,0,3,2,41.870013,6,1460,4,1,4,0,18.930000126361872,18.875,43064.1450782792,17.882866112695226,21.053910473789067,38.095238095238095,42.857142857142854,19.047619047619047
041901088800103077,-8,1,1,9.9,118,house,7,5,0,2,16.14,0,0,0,2.35296,3,730,4,1,5,33504,15.18999993801117,14,37419.488391682156,0.01,14.834829946331311,52.17391304347826,39.130434782608695,8.695652173913043
synthesized4,15,-1,1,9.9,163,house,5,3,0,2,13.39,5,2,0,1.2741200000000001,4,730,4,1,5,64916.086396000006,36.80000042915344,8,227155.2526742037,45.7753101110205,7.749331137221956,48.148148148148145,40.74074074074074,11.11111111111111
synthesized19,6,-4,1,9.9,176,house,10,5,1,5,17.439999999999998,0,2,1,15.514425,7,1825,4,1,105,1986189.7071428567,30,16.25,2008649.3001811965,51.85803268312752,22.167959653838246,52,32,16
040401088801103164,-12,-6,1,9.9,176,house,11,5,1,5,10.27,2,4,1,13.739545000000001,2,1825,4,1,6,8376,38,33.75,95548.13185474041,107.69922726729699,36.00725208799919,55.55555555555556,27.77777777777778,16.666666666666664
040701088801502376,1,14,1,9.9,70,house,9,5,0,4,2,0,1,1,0.2573633333333334,2,1460,4,1,5,0,0,24.25,58220.74880335625,0.01,24.363181701365207,39.285714285714285,46.42857142857143,14.285714285714285
synthesized9,-11,-14,1,9.9,349,house,5,3,0,2,15.299999999999999,6,2,0,0.360612,1,730,4,1,5,0,15.410000085830688,9.625,6180.9306022806695,7.729064253716317,10.450372985337868,45,25,30
040101088802202029,-1,1,1,9.9,335,house,6,2,1,3,13.52,0,1,0,1.3503180000000001,3,1095,4,1,6,0,20.8769998550415,10,333961.4461417037,33.49998981599234,13.668519924689361,55.172413793103445,27.586206896551722,17.24137931034483
040101088802202172,2,-4,1,9.9,44,house,7,3,0,4,2.81,0,1,1,22.213765,6,1460,4,1,181,3315706.985,0,17.5,3397921.4147990695,32.91723104933815,18.959885758775073,50,33.33333333333333,16.666666666666664
041901088800103047,10,-9,1,9.9,72,house,3,2,0,1,0.12,0,0,0,1.613685,4,365,4,1,4,0,5.9700000286102295,7,8977.126127723554,4.377901774125119,7.181851021359877,46.42857142857143,35.714285714285715,17.857142857142858
040401088801103076,9,-8,1,9.9,91,house,5,2,1,2,0,0,0,0,13.849927666666666,2,730,4,1,42,722232.1742596333,0,14,868113.5642399726,4.897513857914079,14.501802467721264,38.23529411764706,44.11764705882353,17.647058823529413
040701088801502043,4,-8,1,9.9,158,house,2,1,0,1,1.2,0,0,0,0.16364,1,365,4,1,6,8376,0,0,8899.437838463906,26.24486836501805,0.01,43.75,37.5,18.75
040101088802202007,11,12,1,9.9,71,house,6,2,1,3,2.2199999999999998,2,0,0,1.961725,3,1095,4,1,6,75071.35387833332,20.8769998550415,19.5,91171.14634964043,7.563455976552717,19.235206948690532,43.333333333333336,36.666666666666664,20
040401088801103022,-6,15,1,9.9,106,house,7,3,1,3,17.9,4,10,3,8.756122,7,1095,4,1,69,1115761.866857143,35,19.75,1134896.842014551,0.01,22.410960132188762,42.857142857142854,47.61904761904761,9.523809523809524
040601088802303061,-14,-15,1,9.9,290,house,3,1,1,1,0,0,0,0,1.06224,4,365,4,1,3,0,6,7,93941.24939699146,31.462312205893387,9.157490520122192,50,40,10
040901088800304144,15,8,1,9.9,296,house,6,3,1,2,5.32,0,2,1,0.8919100000000001,1,730,4,1,5,8376,0,1.5,124277.8761751049,0.01,0.8936662335408612,60,25,15
040901088800304099,8,6,1,9.9,27,house,11,6,1,4,2.44,0,1,1,0.695885,1,1460,4,1,6,0,10.2600002288818,15.75,327430.3641139895,17.4769745066562,15.301760804485253,60,32,8
040101088802202062,4,14,1,9.9,353,house,7,3,0,4,0,0,0,0,10.118541,3,1460,4,1,3,0,1.139999985694886,26.75,16176.117807188686,63.11936345114063,29.989818083229828,36.36363636363637,36.36363636363637,27.27272727272727
synthesized30,-5,12,1,9.9,7,house,6,3,1,2,5.32,0,1,1,2.9134349999999998,8,730,4,1,3,36054.073652625,28.55999982357028,12.625,53322.34761406365,61.0530203775956,13.69375625533358,50,38.46153846153847,11.538461538461538
040601088802303035,-3,15,1,9.9,107,house,6,3,0,3,1.5,0,0,0,2.344338,7,1095,4,1,12,68003.7496488,20,17.25,97670.35163024829,0.01,17.370763747295783,50,30.76923076923077,19.230769230769234
040101088802202205,8,-7,1,9.9,296,house,5,2,0,3,2.01,0,2,0,8.629399000000001,5,1095,4,1,50,948405.8769006801,56.12999945878987,9,1198344.114776264,71.47690857397133,11.214837555720115,53.84615384615385,34.61538461538461,11.538461538461538
040701088801502263,16,15,1,9.9,6,house,8,4,1,3,1.78,0,1,0,0.42401,1,1095,4,1,8,41636.56376600001,0,21,65171.01915391309,10.534761253465506,19.04051056695632,46.15384615384615,26.923076923076923,26.923076923076923
synthesized25,-6,-13,1,9.9,208,house,4,2,0,2,6,2,2,2,2.49281,11,730,4,1,7,87185.96777618182,1.03200003504753,5.75,88751.01257027072,0.01,8.07063733467322,31.03448275862069,51.724137931034484,17.24137931034483
040901088800304188,-8,-11,1,9.9,138,house,5,3,0,2,11.67,0,2,1,1.9912,1,730,4,1,2,8376,0,-1.5,58868.66021026417,14.88902401552798,0.01,47.05882352941176,41.17647058823529,11.76470588235294
synthesized18,-13,-15,1,9.9,166,house,11,7,1,3,22.93,8,5,4,7.1791339999999995,9,1095,4,1,10,122632.91770048886,92.3199971914292,15.5,146353.93956861383,110.05672775574023,16.198821754533455,58.82352941176471,23.52941176470588,17.647058823529413
040601088802303020,-5,-9,1,9.9,166,house,6,3,0,3,6,0,4,2,1.937656,8,1095,4,1,9,114482.52900000001,20,21,150875.7870008689,26.506466510491737,24.0600891141527,55.55555555555556,25.925925925925924,18.51851851851852
synthesized8,1,6,1,9.9,334,house,1,0,0,1,6.165,0,2,2,1.6504450000000002,3,365,4,1,2,0,0,7,26024.35413942204,0.01,6.467851519344198,52.38095238095239,23.809523809523807,23.809523809523807
040901088800304166,2,0,1,9.9,114,house,4,2,1,1,0.4,0,0,0,1.8094299999999999,1,365,4,1,2,0,0,7,98964.12766225912,0.01,8.955211928104957,44.44444444444444,27.77777777777778,27.77777777777778
040601088802303050,-9,-3,1,9.9,357,house,3,1,1,1,0.8,0,0,0,0.12778,1,365,4,1,3,8376,7,7,105015.70897142396,18.705092163384602,8.320334602330183,50,39.285714285714285,10.714285714285714
040401088801103128,16,-1,1,9.9,150,house,8,4,0,4,15.24,10,1,0,39.426953,1,1460,4,1,10,17460,23,27.125,44367.121747860016,35.978335957718926,25.64101219265254,61.53846153846154,26.923076923076923,11.538461538461538
040401088801103040,-3,1,1,9.9,217,house,7,3,1,3,6.69,2,1,2,53.130354000000004,4,1095,4,1,367,7337713.7004891,30,19.5,7348879.262506421,37.8255250023835,24.27861352398542,46.666666666666664,20,33.33333333333333
synthesized29,-6,-3,1,9.9,194,house,5,2,0,3,0.12,0,0,0,0.8885549999999999,3,1095,4,1,11,130594.695,4.4880000352859515,18,164998.49381592838,0.01,21.05869043882999,45.83333333333333,29.166666666666668,25
040701088801502007,6,2,1,9.9,114,house,6,3,1,2,5.02,2,1,1,0.7369600000000001,4,730,4,1,2,97439.103184,8,3.25,231036.80690368777,51.83936487498035,2.7225960115656225,58.333333333333336,16.666666666666664,25
040601088802303096,-11,3,1,9.9,1,house,8,4,1,3,5.88,0,4,0,1.270162,5,1095,4,1,7,8376,25,21,75282.02385243369,3.201510100104205,22.290432882165195,50,28.57142857142857,21.428571428571427
040401088801103182,10,11,1,9.9,226,house,4,2,0,2,2.17,0,1,1,0.9528909999999999,1,730,4,1,30,432878.277,2,14,680951.3372735393,7.944486739767136,14.96137291020636,56.25,31.25,12.5
040901088800304120,15,-9,1,9.9,86,house,8,5,0,3,21.11,1,2,2,7.142964999999999,4,1095,4,1,8,200739.31875474995,0,5.25,252969.74535691584,36.359648845650305,6.1484274463135655,59.523809523809526,21.428571428571427,19.047619047619047
040101088802202139,-5,4,1,9.9,231,house,4,1,1,2,13.979999999999999,0,0,0,0.68728,4,730,4,1,7,41745.478612,0,14,92065.04422352937,27.875837853604615,15.771352406754879,33.33333333333333,40,26.666666666666668
040101088802202304,11,14,1,9.9,18,house,6,2,1,3,0.08,0,0,0,1.36961,4,1095,4,1,3,33777.5931815,5.41999995708466,11.625,163718.9243696923,52.43329654170234,12.349783802147103,69.56521739130434,17.391304347826086,13.043478260869565
synthesized26,-12,-16,1,9.9,275,house,10,7,0,3,13.44,4,5,4,4.255319999999999,9,1095,4,1,29,473537.41830133327,16,21,545607.8098776024,24.50712108103996,22.20155782019892,47.368421052631575,42.10526315789473,10.526315789473683
041901088800103107,11,15,1,9.9,247,house,5,3,1,1,9.71,4,1,1,0.16909,1,365,4,1,2,8730,8.955000042915344,7,19134.36116386282,40.612677086788594,5.208389351456065,62.5,25,12.5
synthesized5,13,15,1,9.9,140,house,1,0,1,0,3.4000000000000004,0,0,0,0.004222999999999999,1,0,4,1,7,0,0,0,9818.294160224945,0.01,1.4218819572864647,47.05882352941176,29.411764705882355,23.52941176470588
synthesized20,-5,11,1,9.9,88,house,7,3,0,4,1.2000000000000002,0,0,0,2.344338,1,1460,4,1,4,0,0,27.75,17821.40293850634,31.019076073253114,29.312444901911174,50,33.33333333333333,16.666666666666664
040101088802202040,4,-16,1,9.9,176,house,7,3,0,4,9.83,0,0,0,9.528354,6,1460,4,1,48,724094.3730000001,35.71000120043754,20,726621.0079566198,22.562380828713682,22.520010126371574,37.03703703703704,48.148148148148145,14.814814814814813
synthesized27,4,-15,1,9.9,27,house,11,7,0,3,5.23,0,2,3,1.346789,4,1095,4,1,7,66698.37148870001,21,19.75,69974.21837718025,0.01,19.690113684808328,45.45454545454545,40.909090909090914,13.636363636363635
synthesized17,-12,-14,1,9.9,87,house,8,5,0,3,1.42,1,0,0,0.9707460000000001,5,1095,4,1,10,101512.38966072,6.372000217437744,9.25,234026.9966577391,0.01,7.81804244099006,64.28571428571429,28.57142857142857,7.142857142857142
040401088801103146,4,-4,1,9.9,140,house,5,2,1,2,5,1,2,2,10.337896,4,730,4,1,16,268492.1247484,30,12.5,275433.02869439905,12.743734673910616,14.535154235273854,45.45454545454545,42.42424242424242,12.121212121212121
