"010503088802304057","synthesized11","010503088802304003","010403088800404065","010503088802304075","010503088802304130","synthesized27","010203088801001032","010103088801804051","synthesized21","synthesized3","010103088801804145","010503088802304112","010303088800605040","synthesized7","010503088802304021","synthesized8","synthesized20","010403088800404106","010203088801001145","010503088801501062","010403088800404040","010503088802304166","synthesized13","synthesized19","010503088801501372","synthesized17","synthesized18","010503088802304053","synthesized29","010303088800605014","010403088800404002","synthesized12","010203088801001095","010503088801501236","010303088800605119","010103088801804085","010503088802304039","010103088801804130","010103088801804100","synthesized5","010203088801001111","010303088800605066","010203088801001152","010503088802304094","synthesized32","010303088800605002","synthesized4","010303088800605131","010303088800605036","010103088801804019","010403088800404093","010403088800404027","synthesized15","010203088801001062","010303088800605052","010303088800605107","synthesized16","synthesized24","010503088801501114","010503088801501572","010303088800605078","synthesized31","010503088801501183","010303088800605027","010503088801501503","010403088800404014","synthesized10","010103088801804004","010403088800404074","synthesized22","010503088802304148","010203088801001017","010203088801001047","010203088801001097","010103088801804069","010403088800404118","010503088801501306","010103088801804049","synthesized14","synthesized6","010203088801001128","010203088801001080","synthesized25","synthesized23","010203088801001002","010403088800404053","synthesized30","synthesized1","010403088800404079","010503088802304015","010303088800605100","synthesized28","010503088801501011","010403088800404143","synthesized9","010103088801804034","010103088801804115","synthesized26","synthesized2"
564631.6429842,15283.80522202,287758.488480796,40132.928373285,276446.255578068,415848.382880115,176364.221357966,15857.7270489751,286028.042503295,122028.942639919,0,1206165.92372017,227961.24805343,321265.934587729,491906.488526817,74331.6554025098,926235.799818684,66165.6254966932,193294.417734355,427734.187813991,378003.305638329,266341.559537399,131160.725068714,149142.591709505,15769.7585329013,25845.9403234986,20620.5072711676,21082.8474778857,190000.346921183,39948.7482633439,701681.425054493,302358.68399574,396390.072658166,3899.6460369478,62373.7856008686,251189.344989849,19599.0501977225,39341.6190502382,1114768.23000606,105000.975864961,421166.019743349,9012.48005035452,105671.255087138,75578.3353053169,648189.345231559,349330.816703981,86054.2848933483,561075.050772817,23613.3083799455,50592.4602296495,59125.1838807602,48720.6421096757,704585.934650148,94068.9189847222,79508.3877176358,1254.37815430361,203045.586861909,45142.3731479551,70939.7886980017,24600.8830133623,85423.3186797269,95519.9827034417,18277.363264062,1207440.42110066,55493.9107229975,20325.727526415,141646.955417167,9125.43956732288,139791.562526974,22724.2978576678,23231.6218066924,1110563.94903611,80360.1575185206,58286.0607644296,26446.5519387465,118811.493270197,20180.7723636641,110836.192344417,22416.5463256608,135070.330878222,521955.142060364,104803.971254538,126044.347751986,176321.594441893,80608.2785704619,45439.5507365794,234154.590954626,142529.47687452,38816.9759519816,28126.1224163106,19441.7937246225,35911.3190518483,194823.854674896,289984.241972865,110706.522696131,420290.483009583,116783.780304196,2204188.21838995,386143.227393833,86114.183892658
660873.306052851,1193793.35832194,918592.115017235,1173057.16095086,931795.127735798,791245.127638846,1043563.78788002,1219063.3722192,939331.860999048,1109373.10407703,1206165.92372017,0,1029704.47415817,886361.732935179,716362.88431902,1134664.99347226,298269.546654994,1148239.86109861,1012928.59989123,781830.803382873,839969.532116724,939888.524712319,1078635.15462339,1058638.41635104,1193400.6871,1227242.23322971,1222965.46955747,1223343.66908725,1016165.78433649,1169556.83110505,531714.822718791,904263.27295451,883216.568471675,1209206.70961551,1151463.79554926,974901.531576545,1215396.22898648,1170542.78658872,154633.576021825,1113212.31337574,873469.131480654,1202816.40667978,1117089.95901429,1144505.01741892,564859.05492907,864939.072971479,1127868.12012265,668247.636511605,1225414.25606788,1165462.13711331,1158672.8436696,1159315.79249617,509706.810255085,1112108.62302307,1126667.62261539,1206656.6368564,1048024.86702596,1161032.94059769,1136883.04606637,1181922.26331132,1133060.74065157,1125078.55093811,1214572.65004446,115547.654566241,1161559.8292132,1187065.69648072,1094282.73244576,1198947.69103178,1070238.89491627,1224686.57078381,1225101.75035862,166761.722633978,1141883.72044042,1154755.56080938,1227734.46865719,1093089.33553385,1187276.13662316,1113037.39676667,1184318.55645396,1086887.72586108,684557.436842619,1106169.67504779,1091870.96333931,1067971.06488474,1128892.4135673,1160868.01517844,1025193.95244547,1093607.51143146,1174868.22246537,1179393.87037478,1188407.78973832,1173002.8949634,1054167.40325992,960545.488183917,1111695.38182234,789610.986858347,1108186.4164691,1035756.70448681,820647.421161664,1132322.79397541
440888.513018254,212682.414000219,160950.777121669,217240.117858528,136887.357454422,255334.26537269,72540.717634599,243802.963603678,95948.7792843507,105933.515817518,227961.24805343,1029704.47415817,0,208873.926771812,348737.60375923,160359.092285112,769810.947888481,162608.63738546,129029.195384528,256651.809178654,280600.463261156,151507.149214856,171828.743492663,158051.411504621,212196.143348458,253804.733275849,248578.521458558,249041.018210394,132907.413392795,210142.305944039,568199.8035478,166613.927646438,171506.394721959,231705.388378267,166364.901715993,67389.9099463223,245611.921472231,211328.588322693,957209.889655173,125430.143424555,194755.748511838,230243.243826057,122918.791284158,152430.791131515,500476.718490396,252325.269857889,144928.18085086,363673.923109967,251571.885538705,177370.533988359,168836.155682115,182981.504247639,554305.930227269,162364.536622743,170339.920070547,228567.9605482,24918.753216821,193693.751401744,165464.271624414,211369.951423538,143196.026491161,133083.896936863,244345.890609251,1046744.39188239,172468.997265882,217103.601780256,86315.5866325395,225500.613846257,113332.259099819,250682.680119367,251190.050456676,954931.75981447,147606.279743692,170487.648015373,254405.373683691,182360.931813444,217360.937574649,117741.491455082,213742.811198979,97126.4467700311,367513.446768051,133362.761664704,107970.284476391,51641.3964261118,188903.653273701,190602.026926425,6203.97356784416,85433.0563066039,189146.413294235,201416.582888807,218744.056689544,193224.433697834,33137.5275927725,70496.9839889832,118315.340110324,293189.336934278,111846.66434846,2050736.78027071,251202.284606221,142558.305477743
247898.271769052,309788.631608893,47980.6455953249,286896.778268416,72016.2713448735,106805.615365554,179672.029409982,333489.407596763,126866.513487072,241640.549839706,321265.934587729,886361.732935179,208873.926771812,0,170692.016041347,252731.661083383,605030.656791596,268067.605464583,130565.842808109,126226.737864831,71826.0205021569,62374.8675238984,192293.248696804,172562.001407396,309428.737999228,341358.42115196,337232.725099916,337596.671980658,132859.406535644,283671.837874104,383428.586361484,44491.1334597798,223063.284312003,324127.549592175,270868.820502051,142402.839867191,329423.724077132,284623.265238117,793653.181052407,237779.739847043,247536.906109978,317320.535289745,243610.818852159,266764.838199546,327023.618416487,43811.9379622444,248895.970194463,270171.616416304,339592.503141215,284631.409860068,278882.574685035,276086.271041559,383401.665884883,227496.887466415,242057.430919659,321726.841392576,212325.395702995,276230.23292993,254148.152855309,296771.158577443,255777.026134979,249577.502996792,328641.052314836,886217.660806539,281312.117313205,301693.648146165,232298.442690707,313644.905112545,192453.448135076,338890.465164761,339290.924917863,789597.002449621,265233.004942393,273671.456715793,341835.374594547,206739.512167891,301893.167584533,240682.479300993,299097.300747297,217166.470522465,201917.436802485,226880.083127776,218652.47829199,219135.549726979,242734.684191495,276493.112778857,208469.668949684,231909.5534117,292788.51805963,295441.72445583,302967.914344833,289701.1999456,214143.807925479,175792.60839494,238731.471682253,99485.7882294272,237126.24331887,1884388.64463566,66028.0925545523,255089.144946701
96829.0381618873,480266.644103102,207754.048328025,457511.841662646,225309.131821197,94831.5898078261,340676.588769867,504180.761206655,252934.821480812,405733.500719281,491906.488526817,716362.88431902,348737.60375923,170692.016041347,0,422544.504225632,434690.156767353,437349.225731491,299998.229512471,101852.987742048,128289.196218105,227933.576699786,362789.79744524,343239.57499463,479899.519712193,512030.416710769,507919.547101846,508282.562427494,302719.10241976,454352.751074682,219774.704488877,194997.898518433,272720.178394266,494789.162727348,440303.330748461,283512.530898374,500081.007310565,455299.476175084,623444.26002112,405085.499380915,284616.564595248,488010.969158228,410170.96723841,435175.712029212,157094.280826451,149809.05860732,417660.8751843,163820.261061089,510271.89215381,454189.961343651,448078.068828578,446335.804646101,213279.183079462,398024.370616736,412598.982298244,492371.219095715,360158.117042581,446834.839584782,424213.783219885,467433.513039797,423949.800301725,417011.617304985,499307.99170542,715784.052796967,450669.860986237,472376.719186754,393652.435045287,484324.831964677,360340.488437721,509572.410865473,509971.453519461,619627.589080797,433228.587405017,443275.977351163,512504.756457199,377031.843088703,472576.959230459,406742.75435968,469766.975247795,381763.049212476,37349.0656066324,395639.691618186,384824.496252202,373866.776207929,413365.971068724,447017.555883851,346118.818753766,393123.944415152,462750.318462335,465894.227099306,473654.807523475,459991.354188262,364270.911313136,291499.771275838,405025.513212138,73520.6381172817,402594.1787793,1715371.80953719,106293.157083888,423238.319928758
499152.989915164,60240.753924506,216211.657445816,56927.3464263083,203419.799330064,343579.499750971,102672.85143315,89357.3492005374,211846.858991291,58362.6086002594,74331.6554025098,1134664.99347226,160359.092285112,252731.661083383,422544.504225632,0,857233.756084995,17592.9193023999,122547.897627993,354650.868523738,313810.320512581,195163.137672237,74387.8645988503,86030.1363527616,59801.922119391,98972.680258542,93937.6024040769,94382.3468371516,119917.371981946,49785.2908151286,635613.825326439,230407.137606887,324830.784593508,77858.4503524249,19163.3079469249,177283.245594137,88863.0654332809,50970.7135493935,1045983.44247842,35154.199422642,350229.171382662,73825.3600279636,39698.6083348898,24659.0249881384,579444.810976838,284265.259954232,16455.8489355626,486877.403973062,96819.0048929737,32135.2777289194,27915.3562483039,25616.2341666569,635754.70169133,30752.6581174525,21781.3812817048,74906.3306358459,135828.413047784,33558.4782126173,5433.68732448319,53052.6866627092,23227.2162999685,30881.9410803108,87694.3895416567,1138289.0946629,29485.5956755571,58897.815755365,76448.3141089998,69215.2464807606,65632.4573813023,95962.3396633369,96451.0778365682,1042090.30748694,27958.241889561,21199.2283479046,99552.6021657956,68712.104797261,59152.9199423734,44400.2699970413,55572.3102596333,63738.1135565903,451371.229434725,30538.2930407815,53563.0838425747,109710.207555092,42304.777110653,30953.4517965402,166474.632648869,77279.4790479858,40265.7205324936,46244.5302847854,60523.9586236866,38916.8260900272,127777.798351234,218147.749586494,43109.7522143315,352214.340420982,49791.4023608148,2137119.38571658,316314.661034515,23404.5830024046
368087.526756004,914812.278363777,641921.344184504,891098.63017365,658000.362371646,518965.008373377,772730.193111044,938195.760705215,675296.690804228,838432.078158462,926235.799818684,298269.546654994,769810.947888481,605030.656791596,434690.156767353,857233.756084995,0,871972.161168494,734686.750508428,513928.761292273,552131.867446949,662436.998644852,796272.329213115,777238.750198183,914450.556379381,945805.676484255,941823.966927322,942175.868120488,737399.423488986,888245.60232337,234860.88088341,628570.268962738,643801.660579781,929051.201236135,874952.08720133,709335.871428201,933792.299787536,889160.211246343,188815.529609803,839162.347876295,640496.432054951,922097.923240124,843942.327255886,869570.222511189,278050.935422657,578915.268231866,852179.725655452,427595.917281255,944103.210767881,888853.635608941,882677.655197269,880985.264108396,221651.126869892,832526.413241136,847087.276103103,926689.953468609,785205.545443976,881243.097295186,858893.942407568,901705.771305041,858285.375582127,851102.095005294,933064.808619197,281210.289191891,885301.600369271,906549.984224609,825128.295015787,918511.356045806,794717.424485343,943425.725396595,943812.244280083,185515.669396486,867486.411142171,877947.850413991,946264.376635241,810110.401715169,906744.843641781,840321.865854165,904007.769648161,814872.257506914,407199.762615398,830180.042060394,818553.506056271,802248.592191775,847076.809156077,881523.38953333,766062.231923786,824536.076810647,897439.614758745,900457.225732479,907793.023912265,894630.408532626,790435.83922175,704081.628957385,838709.543493832,505986.498238288,835941.264968879,1282158.76559939,540937.998435156,857567.326259634
515030.292732264,51061.1414345122,230340.911267096,59120.2433671389,216500.943097396,356996.832306023,110991.500893399,81897.6591646593,221070.063006434,57113.5839676665,66165.6254966932,1148239.86109861,162608.63738546,268067.605464583,437349.225731491,17592.9193023999,871972.161168494,0,137553.39816,367386.641855331,330120.235969429,209566.434753594,91980.4947208774,103253.000379552,50582.1380421874,91846.9116129012,86645.8438804414,87105.9829632942,135239.068657076,51684.1426335468,651286.232714331,244247.919525208,330248.705785461,69884.7767288129,3813.78714032124,185813.176253315,83091.4073103831,52733.3928911627,1060762.0175375,38906.0096226221,355111.282963136,67706.4290471506,39762.6515873526,12122.5310437989,594367.975685237,300446.00072476,20747.5984233917,497793.042253231,89624.4496129906,17355.9858583951,10861.6190702648,21402.2470838369,650622.409962031,48333.9636805514,38195.587685652,66773.4240180653,137735.542342296,34648.1391438279,19769.6017711882,49060.6983510734,19430.4590974217,29581.0801864496,81829.4763614201,1152923.35546808,13350.9228358198,54674.8544567535,76559.5750555371,62958.2167628064,78021.1175719716,88739.5186160387,89244.433825754,1056975.22910335,17172.3973866916,7923.82417891149,92444.850636849,86018.7170449966,54930.2198381854,44934.4073379668,51345.7832837426,68961.233791276,465639.128606133,42071.7587758977,60304.4352214934,111078.27329737,56720.4763805644,30618.1478265982,168793.489390999,77436.4198359079,28161.7343055435,38854.5879781415,56302.8748533459,30672.5641257615,129535.109452797,223818.820759447,44633.9713993238,367532.490570068,50870.6088901371,2152344.836999,331060.38055607,20083.5093058187
378032.757973507,180900.942385997,94488.2636836669,162130.96367043,85464.9493359784,222737.538784377,65803.6796027875,206555.462793582,116472.222060935,115533.270446567,193294.417734355,1012928.59989123,129029.195384528,130565.842808109,299998.229512471,122547.897627993,734686.750508428,137553.39816,0,235542.645165484,194885.466564216,73050.1739193626,73312.2004728026,51838.482155835,180513.748828397,215104.672183047,210621.629663045,211017.094986649,5200.91840718049,157808.252306144,513946.161509746,109238.445043711,243983.05299088,196396.635354107,140414.314051691,93706.0609883966,203507.019581455,158868.32415234,923439.844113468,108062.18093125,271295.975642422,190287.143687407,114516.042539675,136281.405827083,456927.169083241,164802.202287764,118345.522814409,373060.027967334,213185.920130393,154247.120961587,148350.064591753,146588.770385809,513222.589656585,99350.1982548527,113854.937870641,193793.941135858,117702.606209593,148201.76355869,124313.434138724,169202.901795133,125397.283648345,119664.512750031,202591.434000162,1015745.1290402,150829.023274394,174484.739791211,110749.246195564,186276.961613639,62730.6474521254,212423.006438483,212858.18698587,919567.747433385,134911.009301426,143312.582895781,215623.417474053,88661.0993802918,174703.585499512,112160.293307715,171639.190037141,91359.9493553259,329039.245123577,96347.3648638957,90494.7312304873,110614.409022714,118747.636218584,147945.408153728,132422.750280156,110613.49405822,162770.886394703,166498.576342166,175883.151827923,160275.586484816,114961.854301974,146758.338740269,109989.17708358,229996.842620728,109376.348958229,2014796.51962284,193771.048276004,124721.889317526
198668.764358462,414560.186381836,142123.14660594,397673.055624445,151303.279094644,23238.5564342228,261783.898149098,441539.113097225,161454.277210062,327649.139930226,427734.187813991,781830.803382873,256651.809178654,126226.737864831,101852.987742048,354650.868523738,513928.761292273,367386.641855331,235542.645165484,0,133609.740664351,163751.293312305,306268.608640218,285044.730298506,414143.22629881,450320.682368684,445726.1666115,446132.359280148,239440.273027817,393278.253212875,314858.086067791,126870.76837217,172229.894437072,430985.875416521,370729.074605722,195483.670772263,438849.200548806,394351.125736424,701978.707863376,331615.915949076,186491.665305172,425301.958111847,335313.32070344,363089.819722633,244440.698240587,134490.227092763,346821.231492954,143996.743137498,448357.048205779,384704.726310042,377632.13332622,379816.330624331,297720.209570374,334475.451231081,348809.366547062,428256.592725019,271310.680091736,382954.195885325,357298.226112084,404071.243461574,351621.948985967,343434.796899573,437905.985316113,792439.507182236,380634.72419818,409502.910785706,313012.256391448,421149.881611563,289442.883056838,447575.054141447,448021.201509732,699328.761798061,360311.653703889,374174.260329072,450851.58215831,321518.118163849,409729.359587574,331226.406817275,406551.117979571,305059.219318629,112161.844195734,325402.068583331,310156.470294643,288596.328339525,354154.714637517,382310.486190871,253256.220389929,312369.308921387,394562.199889081,400249.460141172,410949.176194802,393420.430096348,276511.963066659,194272.188159133,329910.328368797,88855.3294699285,326359.29139546,1795792.60640642,73191.0954842096,350880.539164179
186769.023443099,367881.908984856,119800.99614336,341108.388630537,143720.805182408,110389.329315683,249419.778630444,388852.319159689,195609.001657275,309224.700849233,378003.305638329,839969.532116724,280600.463261156,71826.0205021569,128289.196218105,313810.320512581,552131.867446949,330120.235969429,194885.466564216,133609.740664351,0,132890.358981478,246864.128935729,229468.20087851,367565.652274065,395876.848912168,392190.087923767,392514.881032554,196179.371951045,338918.118141646,323942.627113117,114702.557781476,274736.960574474,380534.78339623,332587.689381316,213856.001524039,383801.120213151,339748.721419976,739651.82271218,302909.53100233,296310.592978161,373053.20421735,309388.343457846,330230.502039398,275491.779430574,30196.2968122595,312058.979272195,265489.350823297,394297.075045297,345943.437856351,340977.752228801,335557.09231591,331461.252018271,286265.394929267,300521.311233404,378413.212249211,284057.996947599,333782.525223941,314502.939741031,353438.138088399,319691.754576063,314432.679641577,383163.269231535,832904.870967542,343074.54213139,357884.060647013,301331.073914923,369801.091931061,257610.419551844,393669.975526275,394027.665022854,734881.254381157,329260.565090785,334999.219064155,396302.030357373,259865.595838534,358059.491950914,306915.237655608,355600.900677783,284727.417709572,164778.496552036,290343.068163416,285070.924794024,290109.730964003,297651.406532494,334646.963420637,280079.24553404,301000.237754278,353018.070310942,353811.658936935,359003.332447799,348869.699333215,285723.348238245,243831.129044095,304792.272125785,58218.0722651166,303855.994782582,1826516.36694923,62099.2890143272,319041.227921627
309366.701986866,253914.409261496,21669.1478573701,234588.93565647,26004.4136398212,149953.239285346,117298.905948281,279526.654377732,85792.6796073687,179793.606982106,266341.559537399,939888.524712319,151507.149214856,62374.8675238984,227933.576699786,195163.137672237,662436.998644852,209566.434753594,73050.1739193626,163751.293312305,132890.358981478,0,142519.045715704,121310.412396844,253523.987730401,287987.049797982,283553.918878085,283945.22456566,76449.6794107363,230525.246260386,443998.810396334,36901.6494732741,205883.482705145,269433.311139749,212591.451014768,88526.8762281441,276315.378370267,231562.963581276,851238.792625962,177335.56816621,232721.57997569,263258.523617872,182719.113853661,207245.858260649,385022.079759036,103222.283780905,189751.753385636,304006.401749608,286090.298560901,226529.150181801,220250.250784699,219512.346888092,441198.427433521,172357.075789204,186882.547143691,266839.755263574,152119.345637928,221239.148435171,197149.384890221,242216.700403521,196030.135403047,189236.825861098,275424.339452415,943358.309756924,222904.346900243,247464.312279817,169989.535251377,259282.34173251,132420.801016335,285335.923303578,285766.260695242,847521.643896337,205337.839610244,215664.607698813,288499.274439688,157783.354819383,247680.993639753,179532.657489751,244643.240486118,155402.033869602,256208.421404228,167744.490439359,157509.277796266,157221.911960343,190770.677053752,220994.533118282,151989.608848204,169590.159342534,235427.914558909,239513.243027441,248848.070941919,233203.181841883,153267.411058599,132497.760876636,177692.343887825,159710.480751476,175713.541318699,1943259.74476619,121670.772065782,195320.978644314
433549.474984344,121570.041035549,164149.660905342,94831.6139244065,158212.824811251,291891.660346382,99457.1701814624,142157.895477345,186772.528212388,104269.723866137,131160.725068714,1078635.15462339,171828.743492663,192293.248696804,362789.79744524,74387.8645988503,796272.329213115,91980.4947208774,73312.2004728026,306268.608640218,246864.128935729,142519.045715704,0,21542.9845167443,121284.009924139,149551.836812769,145648.61558185,145990.538208429,68614.0747094096,92162.9326486057,570649.932682908,179409.939063289,312135.058266345,133672.027930052,93271.3182655055,158792.558467554,137531.501679164,93029.0831017882,984591.962067991,83136.3708780359,339155.624988945,126246.975445271,91690.3129988343,96963.8934428806,518275.594977968,218343.871783302,80262.8404496378,445579.527912486,147873.200968186,104712.831941836,102061.552666875,91272.2759334546,574669.28490978,43688.9063960864,56145.1998287761,131569.552400351,152049.732298076,87442.6230506629,73092.1987548342,106624.214751966,89841.5647535607,90202.1927667418,136809.759385432,1077464.0193547,103113.193065539,111021.626700319,112399.986935595,122940.174361939,60309.6758661309,147209.527616369,147587.910924192,980216.640789938,98415.6034602205,94470.6835365469,150003.587318944,15400.4093067429,111197.214164065,92857.3045147522,108756.370053865,89385.4274853371,394111.145246477,65121.228755304,80488.9108241615,132774.154691863,50882.8706173444,88772.3705570532,176947.449334622,112829.68901327,109358.733366577,107843.196644342,112143.891886925,103802.068437688,145908.372369436,209487.236002167,90251.2957453873,290386.297532104,94202.5053818798,2073221.16316711,258027.997213911,89473.5274409628
415791.894765191,138482.755103661,142968.074286056,114419.905100568,136678.314174394,270945.936591876,85670.9876376621,160983.997603588,166261.791876301,103835.507770209,149142.591709505,1058638.41635104,158051.411504621,172562.001407396,343239.57499463,86030.1363527616,777238.750198183,103253.000379552,51838.482155835,285044.730298506,229468.20087851,121310.412396844,21542.9845167443,0,138157.722504667,168797.263930366,164684.761388348,165046.155277725,47093.5056768384,111113.995964714,552729.832887,158182.886248089,292401.160686582,151877.317036433,105179.873955915,139448.698883734,156871.993678937,112061.634228376,965704.824717732,86237.0455192014,319533.059233034,144862.900417248,94547.2087808502,106060.203699653,499190.058732256,200443.509674312,88177.2494690271,424090.927075194,167032.617005865,117803.453328172,113889.733992169,106257.450261157,555591.310678169,56976.522695183,71082.9169657321,149584.534464164,140079.205225517,104463.249678418,85932.3664095722,124566.755089207,97255.346741857,95377.3989464761,156081.423701281,1058448.98474028,115495.069045589,129325.698258831,108249.555724479,141288.823908942,52492.8093644378,166333.006740928,166731.972598106,961455.157828386,106525.726942425,107056.121353538,169273.838688248,36939.7318279498,129518.353877574,94538.7059450061,126831.796330348,84976.2485018047,374083.449975124,69245.2743060652,78032.7392098902,123511.917572033,70254.7365592485,105199.095104369,162803.13784472,108527.284025877,123967.302110176,124357.829249617,130557.659436649,119451.916498538,134678.435259633,191003.097577045,91931.5939559736,271252.908803396,94531.5543564695,2055128.42831517,238004.479150691,96756.5042173952
553948.390345735,493.257646080207,274817.934067368,37657.8122781389,262846.882329973,402658.907525553,161157.199493141,31608.3168425402,271007.836656445,106262.977268035,15769.7585329013,1193400.6871,212196.143348458,309428.737999228,479899.519712193,59801.922119391,914450.556379381,50582.1380421874,180513.748828397,414143.22629881,367565.652274065,253523.987730401,121284.009924139,138157.722504667,0,41615.1334279547,36382.5747413365,36845.0130898986,177425.816007335,34562.858968777,690861.144033613,289262.201400598,380720.203675937,19520.7804687817,46798.0346311606,236010.693351423,34414.5828454615,34406.8225015967,1103080.47048883,89472.209103356,405451.748296576,19928.3131678351,89970.2989867062,59815.7779598134,636451.046376179,338601.102915578,70716.7425860923,546658.12691684,39375.8771887314,34833.3746589956,43361.3369371025,34345.6506954102,692829.394784013,81946.2720455056,67428.8284268147,16434.7670287214,187279.834854492,33861.1056379184,56853.9873695377,17563.0117735504,69754.0313423652,79834.3468221445,33092.1829649444,1195623.51503565,39734.0241990316,17300.7311918073,125883.166989643,15772.146929284,125431.258162532,38486.7179905518,38994.04511613,1098988.55514025,64592.4383512718,42749.4311894574,42209.3698126521,109974.184977822,17366.0514859182,95122.7173430875,16779.6846405382,119538.486903588,509501.579384792,90051.7324106257,110677.182980517,160557.447954127,71909.5891622428,33007.02212236,218390.108226636,126763.590539353,23049.8682001007,14019.1265266539,17762.5767440254,20904.930860618,179058.801922944,274360.636337228,95029.9310912703,408690.065213444,101068.767361376,2193158.74934787,373916.751586329,70449.0480389805
582643.69141665,41128.887332946,309539.147469606,54791.2845913879,299200.194204171,437838.274368534,201478.289339423,10062.5456555885,310809.676173018,147873.398307681,25845.9403234986,1227242.23322971,253804.733275849,341358.42115196,512030.416710769,98972.680258542,945805.676484255,91846.9116129012,215104.672183047,450320.682368684,395876.848912168,287987.049797982,149551.836812769,168797.263930366,41615.1334279547,0,5277.50080768433,4819.63344300024,211540.532697085,57702.3827353465,719813.956025594,324341.315119476,422092.661266094,22150.0362200725,88053.3000847822,276213.2616522,12177.2624378845,56743.4234718691,1134141.11845085,130579.654704115,446933.381602191,25285.9651295496,131445.478485023,101417.971639849,667790.310558475,367705.77833006,111457.04752984,584858.47386404,2349.86063663908,76434.3461686735,84969.1341321986,73529.2202868065,724187.651686791,115855.626854107,101524.847256444,25249.7246107602,228889.625359457,67636.1167550162,95177.1289143525,46557.6432450144,111170.0988978,121280.750635308,12742.3124164882,1227003.32592697,81335.8797073293,40933.331924345,167489.679816932,29790.4764964492,163891.641611933,3206.64541159118,2715.17623155865,1129758.32755353,106205.672126899,83942.0731321649,946.696259805898,136036.478429822,40698.0635163885,136620.821426054,44045.2749570375,160630.193492449,542742.548620121,129505.855869173,151413.102534097,202164.422280016,98732.602295465,68842.6333452064,259997.530337887,168373.799927954,64662.5384727476,53302.3793906577,39444.6548822852,61340.9713410881,220667.359383525,315626.066553943,136448.399683277,439867.762632228,142569.048393284,2222391.69882128,406713.128955638,111855.55413634
578953.7381943,35896.1801449217,305084.166337325,51121.9365017388,294559.282287881,433357.582459408,196383.108239376,4790.48930454398,305783.226795806,142645.372462591,20620.5072711676,1222965.46955747,248578.521458558,337232.725099916,507919.547101846,93937.6024040769,941823.966927322,86645.8438804414,210621.629663045,445726.1666115,392190.087923767,283553.918878085,145648.61558185,164684.761388348,36382.5747413365,5277.50080768433,0,463.977407391594,207105.184872721,53588.5000932361,716109.206469946,319848.545057149,416894.082321827,16891.3856051172,82849.2582370359,271139.49991789,9398.66314481949,52663.8165149416,1130203.14379906,125396.367608287,441721.268492304,20487.687315171,126236.744106021,96184.9866941285,663791.994790029,363917.344384434,106305.161081844,580034.194654959,2994.06982562326,71211.8740091269,79742.9426381251,68447.2026823597,720192.216436288,111312.081221427,96927.7524756609,20066.213388898,223662.241260134,62883.9403245556,90201.2670077388,41771.8541790069,105962.001921475,116074.577589509,9478.66636785438,1223028.55628659,76113.1505303745,36235.4314786112,162265.105364766,24832.1667708927,158972.332220535,2105.23648638958,2612.16904598573,1125855.45763517,100974.46311737,78747.0451513507,5827.04831541123,132325.329312011,36006.9227958743,131402.869669745,39250.5513154259,155453.804304961,538503.908254948,124475.08733826,146269.511161576,196939.546592008,94779.0765565964,63962.4811624248,254772.353119801,163145.987505491,59432.2262422761,48149.3380317926,34777.5615602536,56163.9224459257,215441.142439706,310437.925020486,131235.905450748,435856.598982906,137351.13812828,2218698.21677216,402504.898142061,106646.086587557
579279.371987737,36358.6594510056,305477.50607523,51436.2456843244,294969.350278382,433753.487360352,196833.610691846,5251.70555904839,306227.698068133,143107.870629546,21082.8474778857,1223343.66908725,249041.018210394,337596.671980658,508282.562427494,94382.3468371516,942175.868120488,87105.9829632942,211017.094986649,446132.359280148,392514.881032554,283945.22456566,145990.538208429,165046.155277725,36845.0130898986,4819.63344300024,463.977407391594,0,207496.202308619,53945.2149063749,716436.33113533,320245.165060641,417354.165737546,17353.4210029337,83309.3888216277,271588.182051994,9560.94170466662,53016.2758175957,1130551.2825347,125854.735691719,442182.454630899,20906.2290890336,126698.189214608,96647.3718875346,664145.143053065,364251.238272179,106761.004894178,580460.804659591,2531.22764298848,71674.3335912441,80205.438917761,68895.7193496581,720545.195775063,111711.963588178,97332.7317657647,20527.4540533421,224124.739051425,63301.8182689124,90640.2076871484,42192.2581136585,106423.033431781,116535.823317845,9700.77208886208,1223379.94938647,76575.626981663,36646.0071793316,162727.595604248,25265.6592548493,159406.732673721,1642.38702748814,2149.38831726662,1126200.4349755,101436.950570206,79206.9039351561,5364.43479965366,132649.446016771,36416.7913205448,131864.427986736,39669.2493025788,155911.755703671,538878.355935888,124919.833609819,146724.460587544,197402.043729894,95123.9923703921,64392.5150301743,255234.850772086,163608.489909028,59894.7049203515,48604.2411410581,35183.5357519894,56621.2704679327,215903.643264225,310897.003433205,131696.783055443,436210.587243675,137812.704155237,2219024.82844083,402876.407846132,107107.029666815
