"130101088801603066","130101088800601031","130101088800405038","130101088800303032","130101088801405094","130101088800905139","130101088800405193","130101088800601098","130101088801405167","130101088801103093","130101088801405008","130101088800303128","130101088800405056","130101088801405149","130101088800905049","130101088801304095","130101088801304017","130101088801405112","130101088800905109","130101088800102132","130101088800704163","130101088800601133","130101088800405111","130101088801103123","130101088801304010","130101088800704044","130101088801103048","130101088800405129","130101088801405022","130101088800405092","130101088800405002","130101088800303251","130101088800905124","130101088800704025","130101088800704145","130101088800102049","130101088800905002","130101088800601040","130101088800601151","130101088801304023","130101088801405040","130101088800405165","130101088800704127","130101088800704091","130101088801405130","130101088800303202","130101088801405003","130101088801603190","130101088801603150","130101088800704072","130101088800601078","130101088800905018","130101088801304113","130101088801405058","130101088800303056","130101088800405074","130101088801603002","130101088801304041","130101088800102004","130101088800102040","130101088801603007","130101088800303080","130101088801603193","130101088801603024","130101088801103078","130101088800601169","130101088800303277","130101088800601115","130101088800704109","130101088800704065","130101088800102078","130101088801603108","130101088800102096","130101088800905033","130101088801103108","130101088800405147","130101088800102059","130101088800905009","130101088800102022","130101088801405076","130101088800905034","130101088800102114","130101088800601021","130101088801603129","130101088800905094","130101088800601003","130101088800704006","130101088801103033","130101088800905064","130101088800102168","130101088800303004","130101088801603087","130101088801103012","130101088801103017","130101088801304167","130101088801405144","130101088800102150","130101088801304077","130101088801603171","130101088801103031"
0,507754.404898083,64974.2152935269,520943.16303366,265035.486105451,214162.955301937,419936.581567777,465729.205658005,237301.535514293,467618.718494941,488502.568083417,442385.12450848,1478667.75849065,467195.2465482,202306.920519563,293475.995809946,363348.271183855,494414.084907235,1396323.21243113,351211.320409665,464926.491635156,475839.487625996,503486.366242613,428317.436176592,41188.3756057999,1093275.7511936,381007.990865789,508768.745970736,1708438.85001855,500835.154908359,385031.803659569,516276.078786611,437888.233516976,227273.552344325,348607.33635876,484756.403901041,433017.584414124,482017.46934727,472520.616878286,127135.481556831,323563.118009435,508333.882294539,331150.219332776,241751.268488114,248333.467071077,486069.509881957,412889.728321928,276215.555973865,390315.810094107,355884.18867079,386588.291403266,504153.086107594,474608.888387979,2829844.55957041,277768.43841522,475926.56428405,40306.2867018507,399871.985378255,481434.351674168,503557.509988532,443981.736174789,456703.536540313,426643.137230518,484241.094091142,410383.009427786,355458.827857282,387320.433481232,366386.966972696,505252.29480104,377178.165425697,421699.918240355,302335.015581652,469613.434717546,214452.822413425,477030.400139073,380663.113598293,197725.047115447,485518.562803113,488957.040183153,476351.619755663,450614.044257646,427653.861298939,416447.982537757,388820.793089323,181428.539894815,411368.067184432,417249.50239776,377206.6874759,167980.725641825,507000.72995746,490893.989428467,128897.78836322,506746.885710086,474044.102634473,321309.240933937,47263.6633265842,514137.663940639,512061.077321446,487442.357683594,515854.063726797
507754.404898083,0,568318.455710076,13352.1576169645,245263.953346918,309070.514452815,125178.220712559,52465.1364867673,349085.668217413,40307.0083640315,30268.0689422072,83422.8743389655,1980390.43137028,50240.1840477204,305739.575116903,338139.866687884,144508.098782336,13538.726150081,1899682.79753896,230879.381861864,43643.706542799,33592.0054731079,11998.3040181898,112722.633714922,466645.497228501,1599233.94739827,188185.747448324,1749.48124106303,2214049.09111859,15002.9451996943,176754.460764324,8628.79925350568,75723.6795334992,731325.506445086,167127.780982982,35079.8465794164,81099.1616556879,25994.6638359008,48803.7553872183,382178.431660318,282875.949292419,7438.07064284789,177298.626145586,737079.222204631,756043.023687319,987910.802684784,135899.651724031,234323.019530025,172149.432243736,209435.992731837,123236.229746754,11272.014602548,33313.4528845484,3332447.38780803,601166.510283891,46613.3816439565,538448.226912835,109049.924552854,39392.0840737662,4240.10499969073,90180.8655744831,55933.1230693275,106187.349381973,35747.8128804753,97388.3647655401,152439.569523119,894567.70669535,178735.284367448,2657.04893152635,195023.123373854,88868.9750527824,205762.399416423,54996.0058225805,297506.691808966,45159.0686202388,188795.259168948,687392.049158062,34097.8854375785,29685.014821895,32595.7279053571,80889.6327776132,929444.360983798,126019.818774305,136877.215914986,384538.579748039,138246.39900597,129237.140476084,187331.390189939,339795.446878131,2722.02963914589,27222.2998522315,385159.372483882,8703.01542411801,35702.17170063,222656.804969368,533107.268807653,7034.32883180679,6257.04521105296,24207.3230353681,8268.76898442636
64974.2152935269,568318.455710076,0,581404.139169377,323831.875241032,278892.303195303,483792.299216801,527645.807705419,300634.501712926,528054.789738554,550064.050719867,505090.086464637,1415247.64619727,529041.333994817,262667.500843136,356094.230756556,423824.880086923,555091.570081502,1333290.70252885,416181.842802896,525907.184178357,536894.386507231,564533.568542439,491912.844698629,104739.424231641,1031207.23070446,445824.023246734,569271.462029253,1646251.60052631,561973.022899009,449703.272447012,576888.634439922,499779.200983205,163695.243037616,411567.280288307,546447.033561733,495008.415716721,542443.541722175,534512.252093764,186141.075048301,387984.684715721,569215.774831521,392725.780351178,201019.63205036,190725.564016423,422236.073452535,476954.435119039,334961.317853747,454956.935412041,420783.613605375,448323.590025957,565177.513277266,535056.290234097,2766748.76667369,303344.065602442,537921.806703013,59841.120048543,461293.687291265,543239.576053618,564146.698105976,507066.511437543,518303.225404797,489920.899304445,545949.506652493,471142.508151168,416547.115866284,326410.973012234,430829.871443344,565782.906062842,442050.692850565,483342.810182285,362556.356110937,531826.275440683,272126.676707447,538987.562834629,445484.674658151,133369.979471666,547182.924583793,550502.899945539,536550.021010452,513476.130988657,363734.931588409,480256.179564433,452190.4977538,244391.738686222,475476.546240861,481186.173702511,441981.323972326,229588.430311246,567451.344688731,552373.154368159,184432.893444894,567682.819132863,535155.598341409,386061.70354856,75051.7444299034,574822.537436613,572816.321927884,548593.222551446,576480.841706868
520943.16303366,13352.1576169645,581404.139169377,0,258181.957629562,322410.473966648,136787.199443908,64741.4072301237,361993.137035523,53353.5700994407,41386.5476858316,95576.5227829037,1993181.94670717,62566.1990196818,318870.554317458,350332.72717072,157639.263264725,26888.0177417887,1912549.57295773,242780.606198797,56991.8629489246,46839.2260085227,22025.1073178451,124314.540950696,479844.776813987,1612242.89431457,199846.421558122,12199.6052118178,2227022.84725046,25420.1039333654,188517.94274112,5797.58193221172,88832.0266577087,744345.054604152,180422.125740711,46288.8365551603,94203.8397963079,38962.3596785689,60465.5339744362,395263.745315704,294869.312249751,15842.898907825,190603.541724577,750423.971246434,769245.807107635,1000801.57818655,147520.813252628,247209.970135389,183800.549731637,221558.827071528,136588.252861621,21169.6296091096,46355.4353932961,3345244.46339484,613857.607886555,57960.6549016272,551723.487407818,122397.086325327,50662.1728370681,17576.7882191868,101729.839675178,68977.6014222269,118233.01888858,46966.8538131813,110621.391775678,165699.930485753,907687.940674065,191184.672500007,15744.7712187893,206687.377745123,102191.843484637,218856.489390811,66407.1454385718,310404.337968625,56492.8048781592,200456.243510557,700164.438914021,45290.1334987327,40791.2098403188,45115.120889397,92414.0323868037,942346.26889755,137815.535917891,149727.538580776,397757.238681494,149869.970443416,140850.966562824,199160.899766706,352999.108302272,13957.6717428965,38267.4536584719,398114.320921514,17859.1851570442,48921.4221870657,235497.536163803,546415.654458861,8491.30456848336,11115.408156171,36861.6739185696,6329.07482577952
265035.486105451,245263.953346918,323831.875241032,258181.957629562,0,105426.462309202,182380.527730907,208467.055256985,184220.155240555,204962.676697778,229304.174816448,190755.024620827,1735246.44800601,209555.781090125,63988.73918497,215855.709069516,101668.196294944,232252.349040594,1654430.00466804,174014.056337768,203810.589205696,214884.412009143,242329.03722513,186423.932252057,224423.703360153,1354140.83409696,174603.068941323,246133.056330495,1968859.0702783,239981.135460976,171241.183140159,253875.096594635,181027.192781188,486311.606074923,106472.22971585,226149.25542086,176833.892149019,219287.784921318,215532.564918276,138093.211455186,191234.41611894,246663.853761677,77153.0463776243,501320.936705234,513027.970564227,742648.432010562,179522.820928452,11186.5166583186,174465.752881501,161190.624296998,130312.825461885,242921.64924793,211954.262931098,3087283.01439933,418566.066177423,218901.134716673,298456.409813405,141452.078330362,223390.313239606,241141.154334532,195565.511353256,198058.543601916,181072.882603592,225719.215104312,149034.666235585,96696.8650801043,650239.818852327,148560.840440089,242691.325976277,175109.561404595,163887.573529021,41691.6323958349,213899.227161279,52263.7578004384,219791.873643897,174637.723481507,442376.683851003,226787.910105365,229689.977188551,213149.533590042,199957.910001983,684180.431595389,178456.571431677,147191.618800863,186444.067333952,178977.178609583,181229.135887319,169420.714631361,99749.2095667208,244252.621384724,231340.998020707,139960.178538924,245238.451709872,213292.230595553,128521.951085809,295134.671656832,251920.945293991,250031.956645574,226722.153643029,253488.279065872
214162.955301937,309070.514452815,278892.303195303,322410.473966648,105426.462309202,0,207966.463269612,261743.654132812,82508.1877292361,270700.428329733,285684.441944618,235165.267871805,1691590.39945271,263508.616254272,70525.3461847884,126824.77716297,171791.678669336,295545.440720638,1608661.97140853,140365.821192431,265435.569588388,275684.820410723,302694.577528595,217328.220841796,174400.776254412,1304138.75218573,166981.843866084,310340.75287899,1919200.60601441,299688.854153928,170875.73210851,317167.183526094,234687.919189209,441112.617015236,142455.945004057,281423.701749702,229450.048521185,284686.669574955,268048.629882833,111921.921431245,126533.695095704,308185.472846862,135272.241406319,429583.049030848,456726.272250095,699807.314106917,200181.826861151,112877.657875891,176178.038040901,142312.942527097,186017.580108761,303450.243836072,277406.343613391,3042082.33805165,315232.493747465,271372.627637695,237614.774578742,200460.319065235,277643.421338968,304862.997060631,235015.445345282,254437.404843577,217042.262239434,280837.364814597,214121.538050459,160703.805890144,597965.907008309,152629.584553881,306784.745856353,163384.628413784,220248.620978281,120509.721737044,264181.427289467,94609.086034484,272629.668231043,166652.581996393,409571.02605622,282290.634703771,286200.897036915,280297.739434775,242548.291873541,641495.033815366,204689.769662802,179348.146124364,83019.2830404349,198513.440493728,204986.540507706,163094.099022725,70372.0468446794,308856.80531199,288402.536289988,126020.225804441,306388.631364075,273667.757701974,107170.113307444,229746.242145035,314750.72041524,312402.819055524,286542.882521807,316690.667935701
419936.581567777,125178.220712559,483792.299216801,136787.199443908,182380.527730907,207966.463269612,0,73085.8510888551,231322.760128422,100938.618608567,95401.9072298866,42619.3653548214,1898568.35813709,75367.1872433947,228117.861983908,214265.622100945,98290.0069417869,113739.951427341,1816003.85340823,106178.901719544,89840.6738496163,95043.3380431628,114767.192669344,12472.8214464064,379178.123260537,1511937.10527267,63060.8363435563,126842.080388338,2127046.53587337,111367.438123014,51798.7243867199,131003.71043731,59157.9143502956,647167.412694649,76479.251413466,90498.7004080355,55414.890467198,109504.234512291,76413.0143544334,302441.813527103,158366.281296627,120950.554425473,105965.848131304,635760.56806905,664611.384104153,905936.530337008,10733.7907573844,174132.209052328,47015.3370314911,85706.3597933498,66434.1639355641,115617.956035716,104664.316950368,3249506.92424477,479890.292520962,78830.6547679794,445390.060790846,67783.7655555972,86129.0321260317,121686.871794943,35065.2137614006,73715.2808092245,20648.1958500853,89824.3372334369,79188.6720217142,94180.5093559323,805669.456379724,58617.6845849266,123812.555683344,69900.4025862328,61218.998023967,141994.101367677,70384.4172331646,229819.199739299,80298.4685734209,63673.4392395801,611101.803219035,91501.0663175556,95996.3128009755,109847.997565317,44374.2453820336,847472.168815944,3928.94935204378,35225.1219070676,273521.096735973,13103.3961920556,4129.53525342409,62521.3078707519,256458.883630983,126292.100251578,98520.0648413526,310203.215784278,118928.451975713,92928.4118143922,106437.946120338,437709.924400054,128306.091077655,125680.087058912,101262.928463601,130469.173109782
465729.205658005,52465.1364867673,527645.807705419,64741.4072301237,208467.055256985,261743.654132812,73085.8510888551,0,297706.995186911,33746.5567437728,24287.6975187368,30965.0618718523,1942089.75437375,2526.36282853887,265432.068131328,285694.338974829,107193.697562492,40660.5511081329,1860665.82278759,178451.256433727,22044.7548398185,22742.1183841332,42990.7780959065,60712.1518674777,424548.07238856,1558778.47401915,135922.838234294,54090.2293791266,2173873.43559984,39658.8855237483,124420.035927141,58999.538847698,27868.7200411127,691221.893169313,119334.241666897,19760.4344671307,32749.6305988288,37777.3353522407,7131.07276338288,342077.255645589,230419.107999411,49069.737094235,134978.125912488,691099.404371632,713438.700497959,948989.385803815,83757.8179594699,198077.231332759,119911.602160239,156974.744226106,79360.8063634928,43822.5754252098,34702.8571111782,3293947.07903596,549203.99970404,10460.2661462882,494789.719353775,67058.4330781399,15922.5071028693,48797.2555428057,38476.6384715135,11999.8328599566,53750.4428366667,19160.350859032,61388.0484471206,112060.905331572,853048.18733517,126447.035815364,50927.696709118,142750.601877508,44648.2706742452,167227.575519706,8696.97501561558,260331.879540582,11394.7536621505,136532.635335684,649994.674725973,20680.2032712706,24848.470819236,40171.1272811483,29450.2063242368,890451.283927087,73718.9337171581,85542.3699229463,334915.453184446,86098.6270393488,77127.7249700369,134949.380060248,298096.773242826,53389.7687258872,27237.5869315369,346693.293512303,47076.2232384844,20837.960984012,171132.007017767,488662.771464666,56330.7382145461,53735.5612064557,28311.6680539016,58467.9640566508
237301.535514293,349085.668217413,300634.501712926,361993.137035523,184220.155240555,82508.1877292361,231322.760128422,297706.995186911,0,314540.32250138,321903.728180124,267738.640119576,1693807.3991038,299788.130320255,152018.758216036,57375.0900051841,228191.335228404,336008.125180318,1609252.08001732,133609.142499284,306837.257942995,315740.893855408,340609.730635276,242955.571483221,204371.10260142,1301993.99223991,174296.355750822,350574.631507283,1915601.59016932,337321.435339837,182852.1568336,356349.748658536,273514.446851314,453894.724767207,186363.296416196,317178.473024756,268155.398590084,327338.935870981,302942.407656243,172349.860237722,91578.444504665,346598.615932415,192484.188303332,416035.15771554,458631.76921709,708790.859102915,221385.104966753,189974.864741645,188442.594827344,148044.343744607,232277.792850565,341434.813154393,320582.119396108,3041035.76812962,253371.66814852,305956.393361712,248214.235804504,246675.429276762,312970.795941863,345063.934423676,264214.643464484,293172.450858442,246191.482812807,316527.204028708,262452.792238702,215633.363359907,600147.087939391,172941.278139059,347141.027317764,168369.569795638,262417.296045155,189500.035571454,297855.759243108,176818.586572913,307366.030703908,173765.918998789,433958.243795571,318141.945613857,322475.936350105,324466.92402357,273044.763854513,651537.471785254,229033.74348753,212275.073101488,56381.0697892021,219220.169481073,227551.832559478,172496.414022874,142472.968375953,349463.094187378,324910.041541952,189275.503759377,344640.794710637,313578.598976351,126579.105136192,236365.22555604,353731.524065728,351183.945291689,325134.390154857,355832.8236584
