hhid,xcor,ycor,size,color,heading,shape,hhmembers,children,elders,adults,TLU,oxen,cows,calves,farmland_ha,fields,maize_selfconsume_kg,agriculture_h,region,woreda
010502088800201099,12,16,1,9.9,342,house,6,3,0,3,21.74,2,7,4,1.200438,3,3.351000040769577,21,1,2
010502088800201120,-9,0,1,9.9,348,house,4,2,0,2,20.9,4,3,2,6.707064999999999,5,4.82799994945526,21,1,2
010502088800201142,-6,-1,1,9.9,27,house,3,1,0,2,9.66,0,2,0,1.79105,1,0,26,1,2
010502088800201163,16,9,1,9.9,234,house,7,3,0,4,2.92,0,1,1,1.18705,2,0,98,1,2
010502088800201184,2,0,1,9.9,143,house,8,4,0,4,47.21,2,15,7,3.196323,3,26.44000005722046,112,1,2
010502088800201205,-5,-16,1,9.9,271,house,2,1,0,1,5.86,2,2,1,1.770895,1,4.871999859809874,0,1,2
010502088800712002,-16,4,1,9.9,92,house,3,1,0,2,1.3099999999999998,0,0,0,0.051294000000000006,1,0,0,1,2
010502088800712020,13,-11,1,9.9,233,house,6,3,0,3,0,0,0,0,0.8073239999999999,2,4.421999990940094,0,1,2
010502088800712035,1,5,1,9.9,211,house,7,3,0,4,8.45,1,0,0,1.63275809765625,3,86.83400160074223,79,1,2
010502088800712040,12,-5,1,9.9,101,house,5,2,1,2,0,0,0,0,1.774684248046875,2,0,0,1,2
010502088800712054,-13,-16,1,9.9,3,house,8,4,0,4,15.35,4,3,1,1.9166103984375,2,24.799999773502346,8,1,2
010502088800712064,-11,-11,1,9.9,202,house,7,3,0,4,5.49,1,2,2,2.0465990976562503,5,11.069000124931339,16,1,2
010502088800712073,8,-3,1,9.9,288,house,4,2,0,2,4.909999999999999,1,0,0,1.20908,2,7.037999868392943,0,1,2
010502088800712082,-6,15,1,9.9,182,house,10,5,0,5,15.26,2,4,2,2.779341,3,47.81999886035918,35,1,2
010502088800712091,-1,4,1,9.9,333,house,3,1,0,2,1.46,1,0,0,1.15423809765625,3,19.659999728202816,0,1,2
010502088800712100,-4,-1,1,9.9,131,house,15,7,0,8,12.71,2,4,2,3.0897080000000003,5,61.249000668525646,50,1,2
010502088800712110,-3,-11,1,9.9,144,house,3,1,0,2,0,0,0,0,2.041054,2,0,0,1,2
010502088800712138,1,-11,1,9.9,333,house,3,1,0,2,0,0,0,0,0.010806,1,0,0,1,2
010502088801503002,12,10,1,9.9,260,house,4,2,0,2,10.53,2,2,1,2.42771,4,24.903999567031857,30,1,2
010502088801503015,-8,0,1,9.9,152,house,4,2,0,2,3,1,1,1,3.1798859472656247,4,0,0,1,2
010502088801503021,-3,-6,1,9.9,122,house,4,2,0,2,4,1,2,1,3.9320618945312495,4,22.511999487876885,21,1,2
010502088801503026,0,-14,1,9.9,136,house,4,2,0,2,4,1,1,2,1.0340450976562499,3,9.743999719619747,0,1,2
010502088801503040,8,6,1,9.9,42,house,7,3,0,4,16.73,3,5,4,2.86647,4,34.14199948310851,70,1,2
010502088801503058,-1,-12,1,9.9,165,house,2,1,0,1,6.27,0,0,0,0.39058000000000004,1,11.909999728202816,0,1,2
010502088801503076,11,6,1,9.9,205,house,8,4,0,4,9.01,2,2,1,2.27511869140625,4,35.2919995188713,0,1,2
010502088801503094,-14,-10,1,9.9,100,house,9,4,1,4,16.259999999999998,3,3,3,4.60307,8,21.30399954319,41,1,2
010502088801503112,4,5,1,9.9,338,house,7,3,0,4,6,0,3,3,3.4560037890624997,4,24.903999567031857,7,1,2
010502088801503130,-10,14,1,9.9,40,house,6,3,0,3,0.08,0,0,0,0.6000967968750001,2,0,0,1,2
010502088801503148,14,-2,1,9.9,161,house,4,2,0,2,6.35,1,1,1,2.62446529296875,2,36,0,1,2
010502088801503167,-10,-5,1,9.9,55,house,5,2,1,2,11.139999999999999,2,1,1,2.0036099999999997,4,19.235999822616577,52,1,2
synthesized1,3,-10,1,9.9,284,house,3,1,0,2,3.8600000000000003,0,2,0,2.1399209999999997,1,6.320000171661376,50,1,2
synthesized2,-6,3,1,9.9,257,house,8,4,0,4,8.39,2,0,0,0.20933600000000002,2,13.76000022888184,110,1,2
synthesized3,-9,-9,1,9.9,153,house,5,2,1,2,3.29,0,1,1,2.5661368984374997,1,5,28,1,2
synthesized4,3,6,1,9.9,53,house,5,2,1,2,3.94,1,1,1,0.21464699999999998,1,19.356000065803535,44,1,2
synthesized5,-15,-5,1,9.9,85,house,10,5,0,5,15.26,2,3,4,4.24964,7,57.939999818801866,95,1,2
synthesized6,4,0,1,9.9,227,house,4,2,0,2,2.35,0,0,0,1.5210119999999998,3,17.483999490737915,4,1,2
synthesized7,6,5,1,9.9,354,house,3,1,0,2,8.989999999999998,0,0,0,0.744079,5,15.417999744415258,7,1,2
synthesized8,10,-6,1,9.9,353,house,8,4,0,4,3.2,1,1,1,0.191581,1,0,24,1,2
synthesized9,14,3,1,9.9,229,house,3,1,0,2,2.48,1,0,0,1.1299290000000002,2,12.640000343322752,24,1,2
synthesized10,-5,-3,1,9.9,88,house,3,1,0,2,2.48,1,0,0,1.3965450000000001,3,6.320000171661376,0,1,2
synthesized11,2,-9,1,9.9,33,house,3,1,0,2,6,2,2,2,0.49498500000000006,2,12.210000157356264,27,1,2
synthesized12,-14,12,1,9.9,117,house,8,4,0,4,7.37,1,1,1,1.878524,7,12.55000025033951,320,1,2
synthesized13,-13,16,1,9.9,265,house,7,3,0,4,10.159999999999998,2,0,0,0.202237,6,3.95000010728836,210,1,2
synthesized14,13,1,1,9.9,149,house,1,0,1,0,0,0,0,0,0.7249346666666667,2,1.580000042915344,0,1,2
synthesized15,6,-5,1,9.9,199,house,8,4,0,4,1.42,1,0,0,0.44804400000000005,6,20.224999487400055,17,1,2
synthesized16,9,-1,1,9.9,84,house,7,3,0,4,0.12,0,0,0,0.244506,2,33.7290000915527,289,1,2
synthesized17,1,10,1,9.9,23,house,7,3,0,4,7.83,2,1,1,1.878524,6,19.30299973487851,98,1,2
synthesized18,-13,-6,1,9.9,42,house,7,3,0,4,10.719999999999999,1,2,1,0.29269,7,12.48600018024445,112,1,2
synthesized19,-5,-6,1,9.9,58,house,2,1,0,1,0,0,0,0,3.0684846666666665,1,10,0,1,2
synthesized20,-5,0,1,9.9,143,house,8,4,0,4,7.37,2,1,1,9.156981,4,20,98,1,2
synthesized21,-12,7,1,9.9,170,house,6,3,0,3,4.65,0,0,0,1.2259360000000001,3,17.483999490737915,108,1,2
synthesized22,15,3,1,9.9,102,house,3,1,0,2,8.899999999999999,0,0,0,1.202177,2,16.23999953269958,0,1,2
synthesized23,12,8,1,9.9,321,house,3,1,0,2,0.08,0,0,0,10.814362,1,4.8270001411438,0,1,2
synthesized24,-9,-11,1,9.9,293,house,2,1,0,1,0,0,0,0,3.0684846666666665,1,5,0,1,2
synthesized25,-10,-10,1,9.9,62,house,8,4,0,4,5.65,2,1,1,1.562115,7,0,35,1,2
synthesized26,5,12,1,9.9,300,house,5,2,1,2,0.16,0,0,0,0.245621,1,0,0,1,2
synthesized27,0,9,1,9.9,179,house,6,3,0,3,40.56999999999999,1,15,4,2.7231400000000003,8,24.35999929904937,0,1,2
synthesized28,6,15,1,9.9,178,house,4,2,0,2,3.7699999999999996,1,1,1,2.4039900000000003,8,24,10,1,2
synthesized29,2,-1,1,9.9,351,house,3,1,0,2,4.04,1,1,1,0.965727,4,9.743999719619747,21,1,2
synthesized30,6,12,1,9.9,326,house,6,3,0,3,0.08,0,0,0,10.814362,2,20,0,1,2
synthesized31,13,-13,1,9.9,92,house,1,0,1,0,0,0,0,0,0.06314600000000001,1,3.23699998855591,0,1,2
synthesized32,0,10,1,9.9,92,house,5,2,1,2,44.36,3,5,3,31.6983,8,16.23999953269958,97,1,2
synthesized33,-3,-5,1,9.9,77,house,4,2,0,2,4.909999999999999,0,0,0,1.2332100000000001,4,32.47500002384192,161,1,2
synthesized34,-2,7,1,9.9,27,house,9,4,1,4,4.45,1,0,0,1.2259360000000001,7,8.248999774456026,60,1,2
synthesized35,14,4,1,9.9,330,house,6,3,0,3,9.32,2,1,0,0.5793470000000001,7,11.67200016975401,50,1,2
synthesized36,-12,6,1,9.9,198,house,9,4,1,4,4.6499999999999995,1,0,0,1.21156,3,24.35999929904937,70,1,2
synthesized37,15,7,1,9.9,331,house,5,2,1,2,0.2,0,0,0,0.30169,2,9.02500021457672,0,1,2
synthesized38,10,-4,1,9.9,133,house,1,0,1,0,0,0,0,0,1.2374770000000002,4,0,0,1,2
synthesized39,2,12,1,9.9,357,house,5,2,1,2,3.06,1,0,0,1.1299290000000002,7,4.059999883174895,0,1,2
synthesized40,5,-11,1,9.9,236,house,5,2,1,2,2.5,0,0,0,1.18705,2,4.3900001049041695,90,1,2
synthesized41,13,-3,1,9.9,65,house,8,4,0,4,2.23,0,1,1,1.5210119999999998,3,50.655000090599025,7,1,2
