"120101088800401002","120101088800401011","120101088800401015","120101088800401027","120101088800401037","120101088800401056","120101088800401068","120101088800401080","120101088800401091","120101088800401096","120201088801701001","120201088801701013","120201088801701019","120201088801701025","120201088801701031","120201088801701037","120201088801701043","120201088801701050","120201088801701053","120201088801701054","120301088800107003","120301088800107021","120301088800107039","120301088800107058","120301088800107077","120301088800107096","120301088800107120","120301088800107143","120301088800107171","120301088800107176","120301088800107200","120301088800704009","120301088800704017","120301088800704030","120301088800704038","120301088800704054","120301088800704062","120301088800704079","120301088800704088","120301088800704111","120301088800704122","120401088801602002","120401088801602016","120401088801602037","120401088801602044","120401088801602149","synthesized1","synthesized2","synthesized3","synthesized4","synthesized5","synthesized6","synthesized7","synthesized8","synthesized9","synthesized10","synthesized11","synthesized12","synthesized13","synthesized14","synthesized15","synthesized16","synthesized17","synthesized18","synthesized19","synthesized20","synthesized21","synthesized22","synthesized23","synthesized24","synthesized25","synthesized26","synthesized27","synthesized28","synthesized29","synthesized30","synthesized31","synthesized32","synthesized33","synthesized34","synthesized35","synthesized36","synthesized37","synthesized38","synthesized39","synthesized40","synthesized41","synthesized42","synthesized43","synthesized44","synthesized45","synthesized46","synthesized47","synthesized48","synthesized49","synthesized50","synthesized51","synthesized52","synthesized53","synthesized54"
0,33.5809934026583,58.0667171099091,52.4571204855342,51.3103843331572,32.476311013906,79.7854015005098,55.7737376408219,29.7608691163584,28.9774699661782,40.4463724512759,64.3696300486671,40.4197871234893,43.1453206247821,45.3288536394755,54.2758151829233,68.8362794716785,68.0725020666687,79.5684021944948,41.3589637607431,32.8473537088727,57.9916619240028,40.6097140965249,68.905835226353,59.5122026248323,42.2602117131174,52.5335027647304,45.4953975964649,38.8669628901997,65.5691618384079,55.5250648032202,46.3282731428826,31.5961721870323,34.635558219517,51.3121357092456,45.5706907320792,24.4555703541639,35.2386603039912,64.0703339144119,55.1477306354545,38.9412528025999,46.6028286498905,40.8706496771847,65.0011281634378,56.47075927281,38.5970936372774,31.1579542184671,61.5931251514772,29.3026056947865,47.6581265854301,33.8548059123437,78.3845170670632,64.7978640081607,48.4015426465006,40.8072770385465,41.8456828210636,59.7135687477942,50.8206249263956,32.1105762177379,28.1498737541529,27.8548667643631,43.9281393252357,78.2985373994499,65.560013076679,37.6785746040282,53.3162441773382,16.7185504206974,61.0996481525201,30.6274470582697,46.0123378687597,75.82656621836,59.2624067407647,64.1775909490227,62.6467338303256,61.9966834817028,42.3003321130295,38.0619270741452,38.2077236232065,39.84766215709,65.0522022414693,41.0913998390256,26.1167378087324,57.5996012681721,71.858167783937,64.0796742007619,60.6870944425522,47.5490232339226,45.3847641189815,67.8082546103335,53.988523952726,35.0592554584351,37.3923519562649,57.1113807434844,106.905144187344,71.673097133498,61.9818480656543,37.6654669615505,63.5801939343531,51.41761294875,44.4525910685511
33.5809934026583,0,44.877819037172,45.6072521719744,36.5379864920574,30.708391519997,66.9029532567447,57.749502175404,26.5707517929754,20.6881848223148,63.4605883708486,84.0881609134924,59.9019044128127,56.2998990820733,67.2901310863057,57.7710363533617,77.2784996601896,49.153741149588,55.4810154928954,36.4530939243077,35.9118788490137,44.0893328380875,61.6225234471261,50.4024407596785,44.3566063536696,33.3417829621657,32.0531042454926,23.5597098733702,38.2869939680198,59.2363373524428,48.3273193781514,27.0843442948431,32.0027258516423,58.0230319414628,42.0696363131198,36.487844351283,39.5761502185174,57.8102792461798,72.9025624213007,44.7519397558143,21.700384561515,64.4205455046317,45.0663998339877,82.7141652151657,37.69679723727,36.8253438926272,45.9680314649087,55.5338281047733,42.4617475131287,58.031207750778,51.6854723946139,56.5200073030005,39.2304522854541,52.2972738375903,67.5278138312317,38.7755940127641,41.4005453402991,38.935865214478,46.083974372843,28.7879292538599,37.1762172540103,51.3270535302095,95.357294269834,45.346972292967,54.6074835799308,36.9279330003727,30.1644059632464,41.982492695025,55.1206160976622,39.007467486491,93.1797326481155,53.3560612312009,38.223401032892,74.6809069705278,70.7805980868307,45.3560851698576,36.6470347296226,51.6126939461049,55.0097374397676,49.8602306114373,27.6998827035039,52.478284425775,60.2912871319707,74.3363633753045,45.592918775466,85.4332486548724,38.722433899872,28.91428236668,67.9083564198862,55.0184251411515,44.3001678512656,49.3356305006037,61.3677847205436,119.99476820913,46.3451105307525,48.0210521612976,25.0408929238108,37.177836189927,68.5763200100345,45.3086003989051
58.0667171099091,44.877819037172,0,29.2916387137252,10.7238236716951,32.6343998467806,56.4092562544595,70.5903982940109,38.262311400868,57.723574347943,92.9591088969908,117.159739162609,67.7824345277072,82.8192366521396,91.405195454647,98.0176135338849,117.439339898937,34.6702591250685,53.8588989406291,72.5683628574031,39.269921864794,62.8359010386696,92.1339859763882,50.8169583852321,46.4549790651056,35.2211499131085,32.009241040876,32.2046089404622,76.695184654357,62.9355355849075,24.2909290637695,40.6809795664445,47.3005744367758,71.4776568172561,45.2814425372298,45.3618804961911,54.885632319055,82.7526496297164,96.7388771278074,49.8354660120842,50.4114266016116,85.1822027387673,64.2725457336329,115.037548254232,48.4052701569873,68.3234604210186,65.6887487853135,24.8194166186256,56.3473070934699,84.3082590859283,63.124696338309,52.7111897854124,27.6224731104693,64.5987962251387,87.5953883694919,32.7101197291652,33.8526836629133,59.1609689029275,47.7253856462358,48.625009314195,62.0656751917523,81.6271584905165,130.931524173231,32.8918579486822,91.8690113115362,59.9671195246649,46.6036464078091,16.2640498041157,74.9762236881765,41.7589322997852,130.861041669867,36.6517456520351,27.8747380389234,113.062975013974,83.8480798092842,34.1517838779904,45.133182816873,84.107192480326,71.5542939616133,29.3939599202095,33.7003677053471,79.8201323438889,88.6177802058452,67.1304498920313,25.3214921216548,115.030923558103,35.994776593417,36.5240024330655,106.438674979972,92.3092670847429,81.6832389875193,83.2466509198164,99.4485009002503,160.301490308446,40.154083968402,21.4009368611611,62.895407588205,53.3306823286528,92.1133683840869,44.7140968749395
52.4571204855342,45.6072521719744,29.2916387137252,0,25.9036695959357,25.7876989251863,35.6371375812742,49.5278278992867,25.2587786751489,56.7627802313765,83.3751057623423,100.45554141239,53.539479819487,62.155941261192,71.7123203015143,88.5519683737945,106.555161018164,26.3063435724191,46.2474737427885,58.7049070218068,30.8246967743973,44.117875031831,79.9172694470034,34.532694804759,26.9092362788679,25.5906979977187,41.6494836041516,28.4454545104615,66.2921816209861,36.261254582106,12.3324147462817,37.0295735690745,36.9807552285732,55.1460310182407,21.0820023608173,25.2136111529106,45.9831033305567,73.0205483750328,73.9785163782053,34.3812774791037,45.7983433741775,75.4586588042809,54.7444985001051,102.662745339809,54.1763159263576,54.9735929257635,48.5902219230108,18.2757955900946,37.9080710795176,63.734201346255,44.2586275028833,42.1718857880522,37.2155946478154,44.7549539175291,70.7156211512262,19.3940262975194,21.354287039999,47.0534063663627,33.9957705608803,46.1141269359005,44.96837869333,63.5848467893416,121.987987704497,28.5093200781605,85.0759201176708,45.2115553488791,46.8391068258552,32.0705474764161,62.6404986151272,18.0506594033624,119.935918560212,10.0691060836728,44.7772317700693,101.208881331548,79.8354710817176,28.0102884182873,24.5154150482236,78.8164460051439,49.6589820229735,18.2209657121965,35.2951497093437,71.7292328539152,67.1052727639023,72.3166570816504,25.4796611287031,99.2569492837497,13.4773781734469,25.0599642948658,91.8657319312819,78.5811703294676,75.4073783078961,76.2627456632814,84.071432344295,150.038316435761,40.3780496968868,18.1107702762748,55.198105786087,48.6226383798335,70.646201539139,20.331918190969
51.3103843331572,36.5379864920574,10.7238236716951,25.9036695959357,0,24.4541811439958,54.2126106718986,66.8730688588945,30.3151368734189,51.3518802066624,84.5246756391985,108.935197775233,62.1891756276798,74.9881077448548,84.0642266675909,88.1501550760962,107.791494656984,30.9034100638056,49.3343375059778,63.995039855797,31.2921283435765,54.9128721920265,83.5456087230406,45.4494329832799,40.1142008689602,28.8485431848824,23.275902862035,22.9815387795545,69.2921751429734,57.8262546379087,21.4738880792076,31.0231645065478,38.3511195348079,64.9162094327363,38.4381686075361,37.2391241795567,46.8557269266587,74.7328585450417,89.2313376575885,43.2385361294696,40.1579976590467,79.5173623224771,58.4804265891153,107.67841589724,44.9897369719462,59.7586545322383,57.6542089803135,28.5483128167627,48.7034381365886,76.0474489346009,56.4262804564066,48.5743406575744,23.6220267190014,60.9098310919848,80.8754368227692,25.637955777172,28.6881012941404,54.6719860339257,41.6738838368216,39.3145529247211,53.6205401378629,72.6641085838325,122.139569604328,29.5692160428451,83.7311729611395,52.7931268927583,40.5820674073469,12.3903556007954,67.7468096225759,34.4215685297047,122.432173434566,33.8883981972864,27.1293226290893,103.615825040517,83.5948841419053,29.3565728512904,37.0945704364245,75.0269597672178,64.4128263922787,26.5518831770932,23.7651130778957,73.069914144902,80.1631118027162,71.5409025449541,21.1245945824024,108.148373896792,28.8210981734043,26.9258437984797,96.8319888885843,82.6438144572599,72.6869594364692,73.9662629846184,90.3382938659262,151.311186617646,35.0631363739447,18.7882968503109,53.5395149590611,45.0683974139667,84.5334202894075,38.6060038384944
32.476311013906,30.708391519997,32.6343998467806,25.7876989251863,24.4541811439958,0,58.0430874536499,56.2494444826629,12.4499000143937,41.821067808408,62.89929654172,86.9036050951569,45.9494404235612,54.9750304540632,61.9161428070366,70.8975783247136,89.1794761899275,42.0363151650617,58.6811630356422,49.5634761006948,10.4357985022001,47.8029438517922,60.5726321468903,48.6461299950062,39.5828361716477,23.1357063960251,30.5455719320182,24.1266727011318,55.1329596494617,51.185016575422,25.7837619749451,28.607012730316,19.7702196040424,41.3264092750433,31.3551546571058,27.3228517000606,23.6506434542288,51.8749375154151,70.8856963825363,38.4106843085602,30.0530485249009,65.9772882671945,49.7791617308781,90.0146145146222,52.3264315719687,46.4445432560969,34.9575392925749,37.0809927730503,26.3819163601742,55.6580935792592,33.6020559368641,57.0217882280222,41.7373830304228,49.3153121288753,56.9881723677772,14.2767547380298,35.7071421588461,50.0500440533815,22.0616690807591,22.1950231408438,31.8921234104526,52.7422299434933,100.836679126872,42.376102302297,65.5815486385174,47.4011825123423,27.9444318079537,34.1982384862145,44.2815080323178,24.4683151605365,101.348595478394,33.4383229378747,46.2169789387864,83.1157770891429,76.2803535550218,18.1620919277506,20.297783158563,55.847519241621,42.391480654963,37.0812328272802,18.344182647151,52.0948194383551,62.8336924913709,73.8152525114556,35.9994040281019,85.9461146630526,22.3277275113872,22.3833306048087,80.3580677494948,65.3911952893188,54.2989783737447,55.5787732786768,72.187256525014,131.705311371392,48.2609722332404,32.1715000560443,42.1082496870816,48.3029082601723,62.3200845297811,25.0224187659307
79.7854015005098,66.9029532567447,56.4092562544595,35.6371375812742,54.2126106718986,58.0430874536499,0,52.64028876395,52.8961246653115,77.6788364031661,105.779583664676,113.42259697362,74.1643400485888,72.6802070230093,86.1712139794236,102.613190763432,119.540698980978,28.3910599017868,33.0223238379192,68.1727777516457,61.7082023414244,40.793598142415,101.341172550864,23.0961158737463,25.5694453487851,49.7013353529189,65.1768563282659,48.9192776143427,79.0499410023829,24.9179935124547,43.1021842766118,55.0757169211804,62.0631666539928,79.6044539111257,31.0184034709128,39.2878551688422,74.9690046729365,98.1631771522999,77.1475061779453,43.1778520572882,65.1933034049676,91.0823942958307,67.6976003501258,115.159154143516,66.1139566360917,65.2080951548848,69.5487593245169,42.6380116436954,61.4085120535376,73.8837302389788,67.6911192578117,26.0861007394426,49.2037533998556,53.8794952148605,92.2687443337052,49.9280162716641,28.6006992921502,51.942340671885,63.4485413005323,73.9162099871613,64.7310352327933,74.9849229585277,142.038851910294,32.1898033208415,105.071118775269,45.2312843338384,75.7092543468007,53.6331948368798,87.949146233129,36.7382180045432,136.939901490662,29.6161720923695,59.6071249821177,116.40976077876,96.572730371291,60.8180619152015,46.593991028887,102.215185859402,66.528475480083,29.462147168344,62.6698144072325,96.8078880771238,69.6352808567564,91.5766971223169,39.9869158126778,115.432368442704,36.3802949134896,44.0228774551865,97.357106052088,88.062526760894,96.422850501515,97.0360759041748,92.3904757058434,163.629875330558,41.9299135392007,39.6485255083549,69.0039432340656,50.8347437500935,82.7574266253536,42.2506526506378
55.7737376408219,57.749502175404,70.5903982940109,49.5278278992867,66.8730688588945,56.2494444826629,52.64028876395,0,44.8887513877591,53.4322144363148,80.4631539116205,77.2592028514408,61.4763986969887,42.2190834704671,53.4158917867356,81.378542794156,93.407593130944,62.0407347985288,67.5682532732739,44.4580374271122,59.2021839491241,44.216669483535,73.7768442336054,52.994482502616,47.5267519803489,50.6871242386824,77.3370107989754,56.9393985856437,45.369517382879,35.7198387713514,60.7848188247153,63.3901255221634,56.3809518308674,56.8495036364679,41.630961873367,44.2100995793544,62.0431333010076,74.1283316778644,50.1666569507994,52.2998389081109,63.7898729634998,67.475940427192,52.5734271852794,82.1378764163546,67.5133696789473,48.5293287764591,49.7195162493696,57.0701327414339,46.818855141148,47.3263965401856,48.7552775796683,63.3204941007204,71.1618546508132,8.83176093154952,60.5912581988213,55.3514940548251,53.056573590386,27.5500744374128,56.024258549363,67.5765724652028,43.2562863789162,51.1442521216651,111.373403687581,60.6834641778859,74.8928600191723,39.1518334655323,60.9334975258424,74.3741868094402,63.1256896962995,43.3208365547969,100.516344130719,50.2604602069676,72.9932158309488,87.9217402597809,54.3294791595305,62.9905685746254,43.9545219647768,82.4435748703629,42.438643588032,60.456748224259,68.0624877666544,64.260128842614,46.0007801042833,68.1886467810296,67.5422074287325,73.281844451324,47.6080277103168,54.0649053657607,74.9225810256608,66.9179259986785,72.8035242797127,78.0320448079061,63.4271235355979,129.749886900697,71.8269716764961,65.230404999673,56.708320948357,67.001279093677,51.3788905077425,42.9198539165289
29.7608691163584,26.5707517929754,38.262311400868,25.2587786751489,30.3151368734189,12.4499000143937,52.8961246653115,44.8887513877591,0,35.3270640796953,61.1499628523372,80.1235505863138,44.7028618878434,45.8921511326285,55.0793689176731,65.9049887205218,83.8449652541831,40.8662852317164,54.6851335506302,39.3891680499833,18.052560338793,38.7054269235155,57.5674581552756,42.958116640406,33.582551637164,20.9319467230364,36.524017852782,22.3851402181129,45.0598828775064,42.7657265262736,30.228961477299,28.3069149741427,19.4881196089306,39.6845441858805,24.6197607913486,20.6768045928046,26.5018701277192,51.3420857421787,61.9810392948227,34.0913389829692,28.4276094885762,61.2535919331335,43.4161882383804,83.4843141172677,49.0209639953916,37.737194272533,30.2825142758517,38.4447664530031,22.113458416318,47.4211980788728,30.62787226808,52.6543948482412,42.5794524196498,38.3275357934736,53.2144714116942,18.3512664871724,32.3728281836508,38.6782426028369,24.7329274682655,26.4117435644028,24.0022020361586,44.7965443017276,98.2803879124604,40.3891349714343,60.9749207897807,36.957584434607,28.5987945553517,39.4020271182131,42.9261350666355,18.6465305022034,96.2524506536962,32.2972146373584,46.6798646994314,78.0847771230261,69.1599028598845,26.3967196047536,14.1067361429984,55.3890048370814,35.8892587243607,37.2829545266711,25.0898155919703,48.846301326401,53.0006717194225,70.8455464181515,38.3268330910051,79.3777411971878,19.1186492526066,19.7993496682857,72.487103670653,58.2323709179022,50.9444815319579,53.591044114007,63.5609943373453,126.498340766539,47.4564018161049,35.6090704759357,35.3358622875902,44.4091390430396,55.0526032106248,20.9549534318643
28.9774699661782,20.6881848223148,57.723574347943,56.7627802313765,51.3518802066624,41.821067808408,77.6788364031661,53.4322144363148,35.3270640796953,0,58.917548129441,75.143175212829,62.5162829977184,53.1999861121736,62.0110185531197,55.9238776558897,72.2908748875564,64.6689441821443,70.5144444242625,34.1047440790987,45.4946883336289,52.6685572456791,57.0056151391816,63.6306062568047,57.3553271968742,43.8724366732116,51.2998303758638,41.6542237524552,26.2515202571464,66.5652015188008,61.673708094491,44.5907826651493,41.0475591443104,56.4513710148314,52.9337218780981,47.3226931237163,43.7984643257044,54.2034940638148,70.0148398270754,55.3562056949363,37.3290505865111,60.166465757723,46.1407890592123,73.7945176155121,46.5301000272483,38.6277125390567,46.4224675642843,64.5755538249588,46.7225970937854,55.642962268127,52.6658672073366,70.855474757067,56.5598688888686,47.6760050391273,61.9791090139908,50.5380848403521,55.8569747207083,36.3868464041919,52.2850333748266,38.8988595391404,38.4198588807872,49.644582211895,87.6528487671406,60.4484260198738,44.8994393421406,42.5882294707604,32.1230452039902,59.1821256178473,51.484637504665,50.036299875886,82.1492165366475,64.1792561684956,51.971326409146,68.6675629524793,54.91895423154,54.7713621494451,45.7055973043767,49.9990137661234,54.4615038437232,64.7304456336733,44.669672548745,41.8491981033418,59.1865907288084,66.046137102626,62.2640977335577,73.4317558234378,51.2783484476879,45.0779859181916,64.9147230995103,53.0755850599417,39.4066146108251,49.0102156069107,55.5697898103666,110.02943783019,64.0154428426561,63.5296247399239,30.1496447035399,53.4432532564035,64.0526773623867,53.0563560974684
