"synthesized12","010502088801503167","010202088800802063","010502088800201004","010502088800712138","synthesized15","010502088800712073","010502088800712100","010502088801503021","synthesized29","010502088800201099","010502088800712002","010502088800712054","010202088800802033","010502088801503112","010502088800712064","010202088800802048","synthesized22","synthesized23","010502088801503130","010202088800802002","010502088801503015","010102088801403136","010102088801403001","synthesized38","010202088800802120","010502088800201078","synthesized1","synthesized14","010202088800802078","synthesized2","010502088801503076","010202088800802017","010102088801403036","synthesized9","010502088800201027","010502088800712035","010202088800802028","synthesized6","synthesized40","synthesized10","synthesized35","010202088800802108","synthesized5","010502088801503026","synthesized20","010102088801403106","010102088801403016","synthesized4","synthesized25","synthesized30","synthesized27","synthesized13","010502088800201205","010502088801503002","010502088800712082","synthesized41","synthesized28","synthesized36","010502088800201120","synthesized18","010202088800802124","010502088800201022","010102088801403061","010502088800201057","010502088800712091","synthesized11","010502088801503094","010102088801403091","synthesized21","synthesized8","010102088801403026","010102088801403121","010102088801403031","synthesized3","010502088800201163","010502088800712110","synthesized39","synthesized24","synthesized26","synthesized31","010502088800712020","synthesized16","synthesized19","synthesized37","010502088800201142","010502088801503040","010502088800201184","010502088801503058","synthesized33","synthesized32","010502088801503148","010102088801403046","synthesized7","010202088800802139","synthesized34","010502088800712040","synthesized17","010102088801403011","010502088800201041"
324018.564219456,485627.142155504,320431.106888855,346145.929987571,314678.967711971,400528.719835235,390458.990616981,315193.615071937,305808.631262257,254573.422493494,0,309939.543824084,244048.349292853,219343.147502386,77904.3066952891,410807.850161626,339456.733189017,322044.331425771,412036.535085701,294438.996870468,381837.547852337,346357.88231137,345570.960100217,316432.351682784,56234.790339325,402717.775387975,310914.051035403,373861.163838207,202270.901715929,4061001.72096202,270173.010936961,151024.832241203,330048.024457997,73986.3616466752,265243.940074116,264078.339315229,392250.827708232,378864.518389337,417086.389547627,420124.952141349,332121.049748058,363546.572214601,284800.886401515,44054.697616357,361084.804052851,304844.796843082,317276.459697535,509955.172397662,389208.797024373,272454.957929566,307376.785271938,149462.916893116,332242.960687367,399994.609290197,383002.397701106,367853.296973607,342581.104457676,11561.2214661628,277438.345569302,103107.037704499,339119.983270927,266547.226633123,308823.302540615,348448.979620056,422216.344391896,308275.021008042,310822.285691297,945645.635811676,117793.487521573,269130.074857913,390315.943954441,304378.94388142,403888.410817501,187434.868899793,314698.27325027,275390.128739785,181740.268548699,333974.771632528,274890.262828305,421257.185739871,327985.346371576,288256.625938376,372998.987068736,370118.567868897,381108.742040546,770876.029001246,239677.520933714,361374.786855426,319559.158325776,223291.178424695,336116.350184914,402437.606149598,72458.7382518052,205328.906250801,398319.650329315,187100.304374578,286424.130821427,117371.592298516,308101.664902755,329963.940403724
29027.9309149429,785969.490470747,15550.0045885868,49867.418550832,6831.29650814397,127229.582678309,112231.581347264,81145.9246403786,615617.972460013,93982.9568342504,309939.543824084,0,548388.268896816,133646.016756392,233542.291361876,136105.480414732,48890.492316053,98567.3373283925,131976.880000094,68239.5326731929,117885.51214987,50140.8201591191,56681.6127102953,9394.44923776415,282052.809598157,120800.854894057,1461.93422493814,85382.9632812077,163040.996985319,4370936.08369024,44058.0629370335,226924.078374711,45680.3043566821,249984.369901863,60197.2808481371,100631.930079993,120911.744773425,93279.3184710025,137988.225700982,141590.896182879,82711.6424054792,85218.3843007889,27775.3769977982,348707.786837072,99871.9536803283,42581.9011719121,76241.8530473505,817538.722365077,110470.50927052,100629.691422081,3759.60690419192,218814.227155205,77384.9335052578,117512.390030961,110087.204861488,77834.0528810291,95771.029782934,302784.955584387,33889.2672688453,368333.321105661,81151.8564155977,49387.9202324939,10881.360936542,84811.0411509582,144066.303181781,51127.0964544937,24749.9520675152,1254114.85166701,226159.365160362,84881.3758925201,118561.464898742,8174.31502001649,127952.932940952,176373.199175302,6858.58568506326,43910.0206769131,133426.752231193,86150.9270575433,55201.8226802127,142930.633032052,25476.4913654967,32956.6446903454,84306.1039037753,80684.5117335628,94407.1988168797,1080720.76785963,538086.97592971,99425.6924109114,23314.1287764194,513682.691600627,90887.7952742261,126234.720759039,320469.180132955,177772.219459891,115811.868572658,126954.47947557,35899.1638873356,201043.47766463,2778.72539133499,28179.2755054962
558732.750158465,317030.4486735,557268.892244093,579270.195909644,552455.080265388,622553.413684953,614957.472351672,538842.165535336,108436.902157015,498606.866964462,244048.349292853,548388.268896816,0,462897.525090192,315827.379984948,632415.324577061,571796.557524182,541502.222441077,635407.467032128,521425.151131874,602792.746940147,579450.742997074,576967.785430952,553955.911673458,289800.874575567,627430.397260991,549225.278170875,602823.327872991,413057.084837733,3827970.92312547,511088.642446749,384351.617246378,562062.473786389,298607.414731419,507940.09943552,485389.932243883,614410.847527098,606582.340522108,639737.626217318,642345.707851516,556116.873092883,590562.121959519,521864.244658258,201545.22186115,583750.294211257,536740.755820246,542124.108089624,269843.188212294,613975.356378233,492784.008607925,546183.779230748,348977.066499667,557521.852792423,625102.371439748,606548.103970987,597713.421850799,564136.905317893,248732.060693003,517303.235949213,188740.668197617,564042.852977524,507930.509896633,545836.844588812,573425.833559202,644141.538582422,538460.888336484,545722.724429949,726966.052946107,328932.187784842,494284.004820046,612793.237859276,543600.053018118,626496.767548658,428277.54786375,552471.621625931,517007.773726077,415628.683804343,557258.033271175,517664.486661405,643318.040887089,563822.677567149,529567.987417088,602089.469817108,599640.303630843,608991.981944495,538465.647510877,166028.932234677,584204.956492781,554954.516267308,190946.569859771,558373.603584708,625257.597614482,231877.543925917,444660.556084041,623562.789512824,421849.543828613,527954.236291478,347733.876185055,546807.369765198,565508.347295362
160250.773587102,668701.645341803,148913.352470109,183046.455707274,140394.661047677,258655.836111583,244165.016970091,190927.114567581,513923.177182581,43486.5052748726,219343.147502386,133646.016756392,462897.525090192,0,158237.069130549,268106.22444784,180578.440674746,207031.169237946,264781.187627086,167823.64199026,246397.941424714,183324.796706706,188451.594136987,142863.832437938,175520.254886777,253643.560242701,135040.899692044,218368.600499317,178931.869141351,4265084.28108571,91450.4397587415,97981.7088730337,174633.086817957,184976.130289051,73460.6162905063,169583.054795773,251624.377824885,226005.778576048,270773.673374857,274365.4305172,201307.37925747,215854.152787025,122815.204259623,262988.118001645,226014.175828159,157381.864220089,188765.979318674,725500.550171678,242446.722393645,176264.931442225,129951.712220691,199555.199446781,197674.096175846,250366.557708088,240678.327080034,210847.99525328,215420.724458439,216174.412377271,102985.938635939,304487.747367219,203588.654734962,85726.5291326479,139480.582807256,210225.322541586,276830.708055274,165748.270093991,149898.809381866,1143731.56358911,186214.96097191,160212.605652291,249268.715580582,125592.891550975,259946.695329423,44570.6728382937,140421.939895477,89775.267975717,112059.025325603,204617.738501525,79630.922977201,275701.190912201,158846.043116097,101241.531859053,217292.501772056,213693.582813263,227351.948928672,979821.115371294,423488.920179471,225791.047831585,154245.511120331,395659.909252645,208962.545325193,258229.944362901,256963.358227505,44373.4788013245,248630.254202688,107593.152814328,98366.1315447099,148154.593186992,130998.748965463,161530.425267438
246534.10882673,562793.28374871,243451.509028072,268460.140650464,238011.592006716,322963.164105318,312701.460301163,237699.866159861,383192.210240142,187137.802618288,77904.3066952891,233542.291361876,315827.379984948,158237.069130549,0,333261.0988582,261682.183315135,245149.453383094,334330.27042334,216667.447966157,304440.431949381,268669.605885044,267733.351433634,239673.415865936,74748.7607259921,324931.2635567,234457.288011033,295959.268254667,130776.076992762,4137871.07592459,195282.126395097,122315.269000593,252235.425426444,29065.8734845845,192570.940736561,187312.529250983,314690.777362955,300971.444698648,339430.673238148,342501.56358654,254531.079902376,285679.753508396,207812.230438235,115182.705020886,283553.737068478,226997.928025082,239641.454656246,584267.304704074,311434.712284441,195808.132365152,231142.409208737,91520.7459050652,254527.595820899,322187.038724776,305332.305030156,289962.726477125,265249.385477153,69619.7344774604,201751.26560679,146448.915163777,261420.231510267,192105.304078437,231874.637647066,270725.002533098,344615.203111447,230373.857982005,233348.228451928,1023426.66615862,59447.6680624931,191649.240167137,312728.652992217,228354.466234899,326260.038473061,137573.264993683,238029.877287213,201196.476824283,103853.558137814,256458.629725539,202326.481344017,343646.185516454,250749.01667963,213741.339393391,295097.040508107,292223.241808278,303211.05430168,847370.798388931,315844.971694906,283824.028897966,242203.660546721,297043.616522272,258718.966677847,324793.847307668,98727.1679512702,157433.525696218,320505.700873963,109289.663462802,212132.375880688,41474.7122466944,231819.223654076,252661.05214818
108061.977003338,896005.706410334,120576.694199888,86390.5244859176,129288.318176583,10331.4360336707,23967.7847144398,95636.4139448301,712541.457759867,229982.219026531,410807.850161626,136105.480414732,632415.324577061,268106.22444784,333261.0988582,0,87680.9764766536,90920.1533039711,9255.27173658411,117054.187193412,29622.6519408547,86116.173407929,79794.9706505853,126793.480355956,395467.121516852,17282.9778991337,134692.657365207,51158.3396998882,219416.84817721,4460115.31759192,176656.499901487,356475.551265728,93579.4942281699,340709.865220542,195408.075816771,147950.918471173,18576.5194132056,43062.285745984,8676.57099162203,10183.4205535118,78742.8250985493,52493.5097658916,146177.674507811,443083.306909415,49728.6320614623,114036.621888125,93674.5271203867,901413.590652946,25703.4667689016,140101.733143174,139838.572240651,283667.067218145,79121.7399858168,20186.2281954984,28640.4890354326,58621.928050988,68654.862948269,401540.464616923,165131.635061161,444257.175774691,72186.5235481565,182379.718019597,128909.766038297,63150.9207172933,11734.9808048297,107554.809139626,118283.472649264,1353464.13535465,304454.75347206,141679.128011097,20612.0370264895,144258.885770418,8169.48133217781,308946.762177862,129260.761996404,178943.058782639,230717.817247761,76837.6145837801,191232.780910089,10995.0726699565,110706.612286533,169008.181743771,52218.829421269,55804.9558939848,42282.7522705502,1170745.39620213,648619.521220193,49438.3344935025,114096.404841706,627864.137488313,74868.371882123,9916.30003013348,400848.176782782,312473.154303587,21547.9663915749,226312.993752179,171950.332630499,293619.468540927,138778.409979038,107994.137546517
20397.2372660094,821144.063832283,33576.9469960511,8577.09173379875,42176.833178232,78536.9226289584,63724.9094790464,51691.5195996474,644760.839068296,142397.128609722,339456.733189017,48890.492316053,571796.557524182,180578.440674746,261682.183315135,87680.9764766536,0,65303.3120873922,84226.7908277375,55039.7080915762,69225.305660574,8605.41347063786,7899.22938725232,39746.1849954267,317464.550358931,73116.0636878957,47499.3588834287,38146.3543262629,168229.250759324,4398413.05561396,89194.0083355541,270771.104568323,9817.04031573442,274026.1555412,107729.069645967,95135.1747755683,72053.3059150882,45505.8991412615,90210.3080468322,93798.0017933411,43824.7570290555,36333.7897051469,60111.2088278257,375526.75956871,52548.7182074881,35068.9606031229,45854.0862979288,841628.792349399,61984.9074158297,90941.8306924253,52581.8236619189,230209.015263589,38020.8287406658,69849.1839478306,61204.0784014504,30838.3538542355,53566.9678620743,331243.659478834,77739.7276105092,387149.608957566,38620.4025792148,94897.987852612,41232.9627618823,38942.5801115939,96264.7110146021,34449.508963757,31514.0701603277,1285094.37184319,243913.43506419,81778.1880641468,69699.424092043,56953.9238060488,79512.1362340467,222006.203862688,42149.7716740066,91268.0662377419,157966.34012195,46625.3791041039,103707.655650909,95132.481733053,24208.6583808698,81554.2810578443,37100.576300441,33579.581353944,46992.1065388908,1107701.62427611,573091.021613073,51991.4311276128,26415.8015005173,550321.194496109,50815.8363225054,77788.9137931801,340724.034343798,224926.522612548,68102.9120200503,152393.419110247,84482.9815330004,225086.209982049,51537.9830689887,21672.5483729333
74414.4753051003,807664.88912819,87929.7661108734,72818.8636023607,93898.5815989467,81080.8981209718,74850.7962486898,17817.0705589825,622151.54995612,177632.328362192,322044.331425771,98567.3373283925,541502.222441077,207031.169237946,245149.453383094,90920.1533039711,65303.3120873922,0,94186.2375356046,39209.0650791469,61301.096565022,72741.7063265684,63207.5510318793,92264.6711435834,310740.608863096,87136.6128027817,97580.5930796009,72047.5771422267,128547.973488263,4369256.14656085,121951.573066433,283773.137700942,59978.8959706511,250828.680206084,142671.729428312,57975.9982706981,72993.775146089,72115.4956448901,98295.8703198619,100850.310500241,22604.1120786588,56757.8813982618,89936.6221286672,353022.65621683,43127.7601541008,56884.0310583705,22336.9141459382,810563.953628966,74167.2778018905,49719.6097778832,101229.326355592,192846.603806836,27921.9408437977,85228.6543005728,65898.6362897659,70741.7457407411,23398.2933206266,312426.73324266,111491.482397324,353413.915443327,30588.4373490316,127134.308066011,87738.5531594883,37728.9766652284,102643.204021011,47790.6540121647,73831.9127490153,1262958.32899239,213696.801565945,55122.7168334915,71473.6990547541,104461.846549442,85112.469399059,242050.615387152,93880.2950220209,128184.192177379,145213.00557648,21086.7064846741,142832.615513341,101816.434984535,82708.5253095695,123942.537402247,71816.2273326261,71139.7160178089,74596.1958428538,1079829.67463274,560993.746574678,43722.7898251136,77927.7174516096,541547.322714659,19354.5200701136,83936.6612642815,309947.088957731,249987.19417,83878.07918579,141801.130836429,126379.646366156,204678.823951735,100469.170841497,81303.5782255892
104531.982041882,896870.697117965,116457.590428366,82118.10433909,125145.979319897,14029.1217422112,21900.5635857735,97296.0527561611,714561.368407977,225959.811153727,412036.535085701,131976.880000094,635407.467032128,264781.187627086,334330.27042334,9255.27173658411,84226.7908277375,94186.2375356046,0,117700.931636137,33730.0110274701,81836.0915278152,76380.3131514645,122652.208111025,395463.395287417,11202.1085883573,130563.312528307,46594.0426645946,222666.748454122,4463291.46951074,173419.262181114,354325.448447017,90865.1135008903,342534.354335177,191736.561476784,150282.119679618,21390.3658292023,38797.7107223748,6011.43880665378,9614.15717952261,80093.8026020101,50549.4912490621,143627.512708543,444943.800991859,51690.0268871337,112561.042636906,94804.6538261561,904632.881253777,23376.5279233601,142675.378273957,135718.832979,286988.545260874,79805.4202473809,14469.8104182734,29102.5471979586,54161.708787324,71281.6863530408,402925.760384807,161958.466714492,447514.88850122,72920.4781723141,179122.15343016,125321.338027179,63611.0732612789,12109.6481110934,106639.39394229,115365.20517252,1355536.84942933,307007.9001909,143127.371714375,22738.7493783445,140143.155722792,9443.97293261766,306145.264488523,125118.36969977,175276.151321638,231297.834267591,78538.5413158508,187177.810958538,10953.7868115808,106513.468710457,164931.836311177,47679.5945438561,51294.5491392543,37569.6944243956,1173586.56744905,649281.033117951,51272.6687353936,110540.882988526,628108.878170898,77088.2401287062,10315.398926392,403668.213822722,309115.997090063,16173.0882427949,226689.763313628,167875.982052889,295061.15367146,134658.719300819,103797.68000243
52449.2525754971,779177.590936267,62159.2611482974,63536.4586917676,65404.7928029516,106723.274491766,96034.2790065019,24022.3979706173,597836.020037257,139081.816036747,294438.996870468,68239.5326731929,521425.151131874,167823.64199026,216667.447966157,117054.187193412,55039.7080915762,39209.0650791469,117700.931636137,0,89118.8279039682,63619.1118411969,57971.0849782033,64520.7698111459,278564.755966891,108283.414845865,67604.8274991381,81414.1106874173,113689.725324682,4349143.57589784,83956.6410253065,246058.829626283,45740.7142512548,225779.63471716,104548.378017996,40096.0272000725,98503.0956689829,85319.1192387526,122889.821226483,126034.607923536,38728.0755468481,69507.660042449,53134.1137100163,328102.495212131,67712.2875731053,26898.1340845185,23823.7824699424,791189.499033618,94771.8179441818,36369.2395890065,70025.425302236,176574.204721209,37961.6207301344,105575.046600418,88797.1308439857,76590.2001772214,51406.8552543817,285457.290017069,74115.2054074843,335191.531037298,44890.4608697571,88902.766503513,57667.865805204,54106.1026780211,128207.755960226,21571.4538247285,45582.5960335794,1238771.66870261,192551.817251175,27474.87966019,96444.6721459306,72335.1667139042,109808.024958263,203228.495899088,65394.5660317361,90838.7221932542,113681.372252344,41242.0443770237,105558.771707205,127210.27523154,60991.0344461116,88290.9278393706,80698.6485329053,78364.4687458776,87684.6517714256,1058688.30066279,531647.325124875,67875.6342094613,53180.9819225115,510820.022726871,44553.7663968412,108299.180902138,289665.033946263,210848.310973567,103908.955578068,109273.448730866,90452.1023737015,177747.68071076,69503.5673138732,60789.6396416551
88906.2880940648,867233.546562471,102745.051177632,70579.596936524,111273.25056028,19995.7549014211,20165.6629733729,66810.2129335176,683107.623203827,210284.23153318,381837.547852337,117885.51214987,602792.746940147,246397.941424714,304440.431949381,29622.6519408547,69225.305660574,61301.096565022,33730.0110274701,89118.8279039682,0,70328.861382615,61733.2862830359,108859.478534736,367640.228386184,29490.4735063714,116512.912562915,40792.2721213686,189799.230427789,4430502.32967666,155358.44702788,331971.717019739,72760.1668476846,311401.408291289,175036.796871677,118511.9975662,12465.0485045766,33899.3035355914,37229.5940526263,39617.0017949288,50415.2565289818,33309.4430403889,123596.408762393,413738.05909049,21525.6184075147,89660.2484428866,65393.1352334715,871801.774278296,20795.1654391835,110581.962840328,121515.836476573,254057.533179988,51696.9460564238,28931.3364996609,12625.0877224431,46455.9568537243,39294.8844511075,372466.707869504,143806.212470477,414645.496736261,44885.8683137242,161072.938429564,109304.541669439,36729.3397596295,41351.7415306864,82192.8616663269,97141.8819101844,1323998.25960464,274889.763341704,112796.979638044,11772.8840652948,125823.267127153,24344.832876951,285886.743487329,111246.577231138,158735.988416657,202432.822855937,48149.2789877566,171949.567296004,40550.6075655427,93403.4176725452,150059.400125581,41559.1192168502,44258.2244854605,34971.900520479,1141126.53513383,620042.552981119,21467.5994761543,94791.6509230714,599682.17080768,45732.2174518171,23457.3059974846,371235.963312652,290674.382800086,28305.909660092,198253.890367895,152951.797278861,264550.788904009,120484.046986296,90817.1062690998
23885.9281049203,827374.773230912,34630.0678037771,782.538908198938,43309.9057186636,77517.035858246,62364.7957583806,59801.4049531142,651831.66345445,144123.748029502,346357.88231137,50140.8201591191,579450.742997074,183324.796706706,268669.605885044,86116.173407929,8605.41347063786,72741.7063265684,81836.0915278152,63619.1118411969,70328.861382615,0,10261.8707327333,40826.010544888,323485.161414694,70661.6241131789,48728.1066730233,35242.1713202008,176681.948820059,4405786.21673616,92337.1863373329,274818.340643978,18094.0443520421,281465.485430732,110048.469450913,103713.488209181,71664.7455872327,43172.7176995757,87847.4337738408,91450.0934940739,50753.9773234307,37021.4412377664,64902.90612359,382768.020072403,55647.883113454,42832.3227703494,53997.995379559,849264.985368776,60593.4235817208,99546.849801909,53883.5376951799,238489.1351438,45051.667160288,67372.021909032,61100.7706671764,27707.2341448689,59283.1798731152,338267.045126967,81082.417313325,395106.401005289,44726.6152023214,97973.5901117117,44010.4737880066,43521.775981021,93926.4989229815,42871.8701064667,36509.3158366174,1291997.20240222,251836.317956926,90261.2869104208,69350.2141100033,58307.7841054856,77990.1376705431,225374.914573296,43282.3242918116,93616.6445191677,165109.158412713,53313.7667372843,105342.008623934,92789.8435310187,24685.7214608051,83096.1698877205,34169.9516110459,30545.0650180232,44266.4225337499,1115073.89817154,579305.268747991,55001.945531805,29598.6420479244,556240.592617949,57241.6812565799,76277.0010769084,348549.099493728,227586.230528875,65671.8245714263,159418.439250573,86039.9143108356,232455.727984223,52825.7293438779,21961.6580700891
28295.7391442139,827778.175782808,41297.7142820411,10476.1762086649,49936.0593141854,70666.2569191483,55835.7646178983,51254.8989714877,650666.122642226,150275.111411476,345570.960100217,56681.6127102953,576967.785430952,188451.594136987,267733.351433634,79794.9706505853,7899.22938725232,63207.5510318793,76380.3131514645,57971.0849782033,61733.2862830359,10261.8707327333,0,47495.8196586464,324281.121825563,65281.1498948356,55287.0852385605,30499.805293975,171629.539418786,4403929.92874788,97052.8719033788,278434.954630589,15714.375672658,279554.285169165,115620.077505736,97861.8792171673,64239.0984069962,37698.8443569272,82357.9806634951,85942.7070163146,40942.5256966224,28638.4406829232,67690.4672455168,381272.482122085,45890.4779903811,40750.7052827851,45536.6540453699,846810.617023405,54095.6359770692,93079.160344147,60387.7755378713,234177.785511244,35355.6735333723,62021.9325919408,53415.0460314657,23369.7903237919,49056.3475866349,337236.838455639,85584.6553720083,391826.779655772,34603.5484577254,102760.59116868,49127.2717677559,33318.0878665252,88410.8362673688,38620.5249857754,39158.5043761162,1291151.96781266,248701.873810625,85223.8427262344,61888.6539368058,64767.84053373,71626.6846384278,229808.935941702,49908.870934035,99161.6835639997,163916.68637359,43360.5258211825,111573.532397451,87276.1600227387,31720.2814676318,89408.8839780394,29480.9898446671,26011.0917972721,39254.8821069159,1113238.66497183,579748.716705147,45287.4954142057,34303.7377700946,557176.621658713,47168.0525293386,69899.3708212015,345654.215920609,232801.331847298,60273.724557002,158474.545468181,92338.6295120286,230725.189053309,59342.2894276405,29112.314140642
20269.4207037363,793598.143812299,6229.21905321323,40534.1659455414,2729.35545157,117950.548242159,102938.676963904,75103.4381450431,622210.798557224,103318.385639694,316432.351682784,9394.44923776415,553955.911673458,142863.832437938,239673.415865936,126793.480355956,39746.1849954267,92264.6711435834,122652.208111025,64520.7698111459,108859.478534736,40826.010544888,47495.8196586464,0,289558.397652054,111484.031285228,7949.57463264017,76061.2292714559,164519.561262773,4377397.95721229,52775.3351401188,235764.087549802,37124.097471782,255390.038737557,69450.0525771514,99315.6902672525,111686.403746669,83969.7029276416,128663.323581317,132265.851113063,75286.4083031614,76063.0566235088,32114.8587739592,354754.721105485,91187.3670705849,37895.2841592347,69958.7864765816,823303.073857576,101176.190800667,98513.2655148054,13091.9063145211,221750.861372884,69790.2972219576,108192.124418078,100892.488091136,68496.7577329567,87967.2312652057,309081.627095964,42153.4535142843,372951.810102206,73152.7715562403,58225.4772252893,8742.47438732565,76327.0713769844,134735.39462043,45717.0767012948,19158.5579426871,1261098.59710954,230327.170261398,83664.9547714254,109339.102228667,17556.4059989833,118643.415439899,185443.647802845,2705.01599791128,53093.3651645973,138502.877736874,78678.5847828502,64546.7326564105,133605.570528617,16239.4241862744,42290.5445570492,74974.2329256829,71369.0436845511,85084.6997368304,1087020.41857929,545642.900130218,90707.4793791268,15055.5671850005,521500.441981312,83388.7427583764,116932.435461844,325290.654894007,187031.007330464,106488.022543226,132159.501811007,45242.0439924527,206327.54850541,12015.2904338926,18881.5862177388
300099.471281912,504111.376398525,294274.432906688,323250.471350621,287534.181104744,385142.40695395,373576.408029773,301154.973370577,338979.281038569,214645.922223701,56234.790339325,282052.809598157,289800.874575567,175520.254886777,74748.7607259921,395467.121516852,317464.550358931,310740.608863096,395463.395287417,278564.755966891,367640.228386184,323485.161414694,324281.121825563,289558.397652054,0,385399.059688725,283183.868559851,353957.27969774,204140.424921201,4092724.92750686,239593.810734092,96645.178459267,308611.1466087,90788.1284337902,231072.581715368,254050.917511308,376970.339952264,359835.006917989,400899.77242094,404165.650550932,317230.820447271,345445.509421186,259352.366694537,97869.9614247499,346272.746692743,284273.890759303,302249.162634853,550054.190003297,372161.916030733,262713.309687489,279076.939807831,165164.446575017,316383.758324079,382451.911769678,366982.08531502,347351.489692196,329112.973411194,60540.7260709084,248387.729561501,159028.805066429,323314.588607099,235209.369231251,282752.404656467,332321.837750825,406413.24897386,289157.803969881,287064.106216184,973248.486249922,132303.291015048,255860.072879148,374864.442668676,275578.655502764,388025.143843948,138605.143558104,287556.455332964,243377.369808691,165582.848309263,319548.705726358,240307.447136923,405381.612554611,302765.948897471,256521.739869801,353012.536997054,349841.734233817,361899.449751363,805236.683535692,256103.516695327,346439.857858537,295033.072803864,232915.897978554,322360.816438594,386460.025943045,123607.379490577,154905.733861531,380716.791921531,169431.961926802,254322.160561522,114423.772245654,279921.462155016,305016.229470718
93402.8455258315,887254.243078951,105287.342661901,70951.6490522284,113970.085972206,14229.3169709103,12493.3629330746,88745.9752085317,705762.571664934,214782.826525691,402717.775387975,120800.854894057,627430.397260991,253643.560242701,324931.2635567,17282.9778991337,73116.0636878957,87136.6128027817,11202.1085883573,108283.414845865,29490.4735063714,70661.6241131789,65281.1498948356,111484.031285228,385399.059688725,0,119389.59737301,35423.3455405214,215131.890970113,4455392.02910248,162304.324129386,343403.15099643,79907.3364404286,333671.110553118,180572.122180566,142057.378806115,17559.49625719,27638.4808608263,17205.1090378157,20805.0896911257,71423.6110847153,40058.345347813,132656.417708877,436070.775531721,44052.1259800644,101988.827698476,85844.123376812,896832.164664478,13565.8120756734,134688.861454979,124544.934949008,279450.429486761,70625.4982500851,3307.44750079156,21258.3008651796,43011.1577632401,63865.9749877102,393717.811741117,150855.618492789,439827.542096827,63844.3112444793,168003.267670881,114175.271700863,54444.0956422337,23311.6004266376,96334.7911310249,104326.26897922,1346741.92073201,298754.319809598,134206.367574305,17751.9934406267,128964.974065867,10935.9659566858,295080.684538019,113942.481579072,164116.542837475,221642.764849017,70176.2436808994,175999.600451749,22144.0437340648,95332.7359543817,153757.107169712,36524.9573207551,40116.6722903297,26401.5880507384,1165428.76635931,639558.102230369,43529.2024666257,99398.4643672586,618146.474465095,69203.6480476457,9863.98410629706,395596.985180269,297970.60174481,5063.50913873728,216915.081659312,156699.45573832,285940.232095526,123487.140302689,92622.3337113658
27670.2804464222,787123.368057354,14124.4195798839,48449.363152217,5429.24194190121,125821.332074764,110822.449007135,80183.7706436079,616612.653447494,95397.7198839334,310914.051035403,1461.93422493814,549225.278170875,135040.899692044,234457.288011033,134692.657365207,47499.3588834287,97580.5930796009,130563.312528307,67604.8274991381,116512.912562915,48728.1066730233,55287.0852385605,7949.57463264017,283183.868559851,119389.59737301,0,83969.6360781592,163232.418403482,4371914.77887764,45359.9258258655,228260.685099021,44359.585880776,250788.19843989,61597.7881163363,100376.813875198,119510.984753886,91869.3258862291,136574.640620527,140177.289978127,81560.7584306454,83827.0760211804,28274.9674295211,349614.335318684,98547.8119144704,41767.4338944504,75248.5870419628,818407.980077661,109061.16166324,100254.283997355,5155.80739338724,219235.884491057,76206.831212134,116100.053482685,108691.852431783,76415.7298719362,94568.6154492251,303729.211924929,35102.6525838027,369021.825917483,79918.7625381647,50712.7371822544,10032.6953040711,83511.4754536707,142650.851789194,50232.73920173,23750.905495343,1255171.2727249,226770.566311747,84630.8693134951,117161.09788145,9607.78849411045,126540.375443722,177745.301692158,5457.00518270864,45294.3151613668,134166.585128968,84994.4624471947,56619.3723488267,141517.033478711,24076.8138240584,34368.658988009,82889.6577736479,79272.9554059662,92993.8358586251,1081672.76021928,539228.328108913,98095.3210629758,22009.5470149099,514864.328824039,89728.8232703307,124824.308134263,321186.431827955,179174.950138498,114398.389088473,127711.885639728,37314.9851561025,201824.697688999,4110.62040771922,26767.6289067716
58209.7724543945,857035.598182786,69866.0572972714,35528.4180910546,78552.0070950865,43172.883880243,27909.2669521226,66863.6826389147,678346.74980137,179365.859665756,373861.163838207,85382.9632812077,602823.327872991,218368.600499317,295959.268254667,51158.3396998882,38146.3543262629,72047.5771422267,46594.0426645946,81414.1106874173,40792.2721213686,35242.1713202008,30499.805293975,76061.2292714559,353957.27969774,35423.3455405214,83969.6360781592,0,193604.641469071,4430456.62145789,127136.217250367,308908.405648623,45824.9698299375,306579.905093805,145206.419995874,119197.989403116,38458.9563438673,8208.68304612689,52605.3907861638,56208.0214015617,50864.1233054557,15449.5121640795,98183.271275326,408695.150565383,35660.5028097571,69704.5160304028,62358.9730737507,872598.703876104,26147.5585737671,112988.061991385,89125.1748951397,257313.202950802,47500.064225376,32131.1296272339,29124.7647190933,7635.90937279044,50468.4157535922,365268.245161626,115745.755010434,416514.590672943,42270.6976952219,132816.258500513,78893.4091678774,34335.2660684946,58686.1596348965,65587.0891994981,69629.9270240585,1319112.91104234,273965.646235218,108712.696699164,36316.6133071731,93549.4426660585,43121.2075148537,260076.396561874,78524.4457075256,128755.259176892,192140.629786635,51308.7702044073,140583.955687818,57547.8013933472,59921.4727341367,118338.043124372,1305.72372389404,4713.58754194348,9024.74834578211,1139919.96373591,609077.519210318,34820.6021008034,64178.4947314793,586870.181897127,52750.6621925218,41429.1868493477,371078.854477727,262673.084249331,30431.7921443871,186969.763386593,121282.029139165,258100.283010751,88065.8134949443,57203.7257164255
