hhid,xcor,ycor,size,color,heading,shape,hhmembers,children,elders,adults,TLU,oxen,cows,calves,farmland_ha,fields,maize_selfconsume_kg,agriculture_h,region,woreda
120301088800107176,15,12,1,9.9,213,house,8,6,0,2,2.42,0,0,0,0.010705,1,0,24,12,1
120301088800107200,-9,6,1,9.9,316,house,8,6,0,2,1.08,0,1,0,2.1400650000000003,3,0,7,12,1
120301088800704009,-3,-10,1,9.9,176,house,7,5,0,2,3,0,2,1,12.617148,4,0,26,12,1
120301088800704017,-8,-1,1,9.9,19,house,3,2,0,1,0,0,0,0,11.846232,1,0,42,12,1
120301088800704030,-12,14,1,9.9,264,house,4,3,0,1,1.7,0,0,0,1.641112,3,0,64,12,1
120301088800704038,5,5,1,9.9,350,house,6,4,0,2,0,0,0,0,2.269345,3,0,24,12,1
120301088800704054,3,2,1,9.9,144,house,3,2,0,1,0,0,0,0,1.473492,6,0,30,12,1
120301088800704062,-15,2,1,9.9,24,house,6,4,0,2,1,0,1,0,0.827324,6,0,52,12,1
120301088800704079,-16,2,1,9.9,209,house,4,3,0,1,0,0,0,0,0.137625,2,0,81,12,1
120301088800704088,15,13,1,9.9,78,house,6,4,0,2,3,0,1,2,20.843479000000002,4,0,74,12,1
120301088800704111,4,1,1,9.9,7,house,3,2,0,1,0.4,0,0,0,25.277614,4,0,25,12,1
120301088800704122,-4,-12,1,9.9,296,house,9,6,1,2,0.4,0,0,0,9.046056,3,0.600000023841858,40,12,1
120401088801602002,-3,3,1,9.9,296,house,8,6,0,2,47.550000000000004,0,22,6,0.241431,1,20,63,12,1
120401088801602016,2,-1,1,9.9,125,house,10,7,1,2,35.51,0,15,3,0.163651,2,20,42,12,1
120401088801602037,4,0,1,9.9,113,house,11,8,0,3,40.48,0,26,2,0.25388499999999997,1,20,99,12,1
120401088801602044,0,-14,1,9.9,247,house,12,9,0,3,24.779999999999998,0,10,5,0.317151,2,30,15,12,1
120401088801602149,7,-5,1,9.9,338,house,6,4,0,2,17.12,4,7,2,0.198624,1,10,54,12,1
synthesized1,-5,7,1,9.9,339,house,3,0,0,1,0,0,0,0,0.061328999999999995,2,0,60,12,1
synthesized2,-8,11,1,9.9,352,house,3,2,0,1,0,0,0,0,0.2282365,1,15,0,12,1
synthesized3,-6,8,1,9.9,27,house,10,7,1,2,7,0,5,2,0.307475,2,0,48,12,1
synthesized4,7,8,1,9.9,175,house,5,3,1,1,0.4,0,0,0,8.519577,2,0,72,12,1
synthesized5,-8,13,1,9.9,323,house,6,4,0,2,2,1,1,0,5.142228,6,0,54,12,1
synthesized6,15,-5,1,9.9,206,house,3,2,1,0,0.68,0,0,0,0.08514300000000001,1,0,0,12,1
synthesized7,-2,-12,1,9.9,269,house,5,3,1,1,0,0,0,0,0.137625,2,10,0,12,1
synthesized8,7,15,1,9.9,24,house,10,7,1,2,0,0,0,0,0.23646,1,30,41,12,1
synthesized9,-10,16,1,9.9,292,house,11,8,0,3,5.75,0,0,0,0.517706,1,4.28700006008148,80,12,1
synthesized10,-9,4,1,9.9,170,house,5,3,1,1,0.4,0,0,0,9.046056,1,0,24,12,1
synthesized11,4,-1,1,9.9,341,house,5,3,1,1,0,0,0,0,0.23431333333333335,1,5,8,12,1
synthesized12,11,1,1,9.9,157,house,8,6,0,2,0.04,0,0,0,0.306108,2,35,34,12,1
synthesized13,-13,9,1,9.9,81,house,8,6,0,2,11.82,0,6,5,0.163651,2,0,38,12,1
synthesized14,-14,-7,1,9.9,203,house,6,4,0,2,2.2,0,0,0,6.26806,3,0.600000023841858,45,12,1
synthesized15,-2,4,1,9.9,289,house,10,7,1,2,0.16,0,0,0,0.5194840000000001,2,5,56,12,1
synthesized16,6,2,1,9.9,177,house,4,3,0,1,0.08,0,0,0,2.1662220000000003,2,0,72,12,1
synthesized17,-13,-9,1,9.9,100,house,12,8,0,4,0,0,0,0,0.42260033333333336,1,0,129,12,1
synthesized18,4,-4,1,9.9,307,house,4,3,0,1,5.39,2,0,0,0.517706,1,7.1450001001358,0,12,1
synthesized19,-7,-9,1,9.9,9,house,8,6,0,2,18.299999999999997,0,0,0,0.010705,2,20,88,12,1
synthesized20,14,-4,1,9.9,128,house,4,3,0,1,1.7,0,0,0,1.641112,2,15,35,12,1
synthesized21,-15,-3,1,9.9,298,house,8,6,0,2,18.299999999999997,0,0,0,0.268864,2,20,42,12,1
synthesized22,-10,-8,1,9.9,199,house,5,3,1,0,0.7200000000000001,0,0,0,0.19984,1,5,0,12,1
synthesized23,-14,8,1,9.9,236,house,2,2,0,1,0,0,0,0,0.061328999999999995,2,3.3199999332428,72,12,1
synthesized24,1,5,1,9.9,326,house,6,5,0,2,0.08,0,0,0,1.0651335,3,0,26,12,1
synthesized25,-4,-5,1,9.9,225,house,11,9,0,4,4.82,0,3,1,0.785875,1,15,129,12,1
synthesized26,-1,11,1,9.9,95,house,3,2,0,1,0,0,0,0,2,3,0,10,12,1
synthesized27,-5,-14,1,9.9,97,house,4,3,0,1,0,0,0,0,0.137625,2,25,0,12,1
synthesized28,0,-9,1,9.9,117,house,12,9,0,3,4.82,1,0,0,0.23217600000000002,1,0,108,12,1
synthesized29,-5,13,1,9.9,69,house,10,7,1,2,0,0,0,0,0.2650945,1,74.45999801158905,50,12,1
synthesized30,-16,6,1,9.9,126,house,3,2,1,1,0,0,0,0,11.846232,4,1,25,12,1
synthesized31,-2,5,1,9.9,296,house,5,3,1,0,0,0,0,0,0.23431333333333335,1,0,35,12,1
synthesized32,-14,-11,1,9.9,310,house,5,3,1,1,5.8,2,0,1,0.785875,2,0,81,12,1
synthesized33,-1,14,1,9.9,291,house,6,5,0,2,0,0,0,0,0.03925,1,0,60,12,1
synthesized34,0,2,1,9.9,230,house,4,3,0,1,0,0,0,0,0.0997185,1,0,0,12,1
synthesized35,-12,-8,1,9.9,280,house,10,7,1,2,0,0,0,0,1.817234,8,0,26,12,1
synthesized36,-14,3,1,9.9,101,house,4,3,0,1,3,0,1,2,1.641112,2,21.09000027179718,79,12,1
synthesized37,16,5,1,9.9,356,house,6,5,0,2,0.04,0,0,0,0.5002832552154995,1,0,69,12,1
synthesized38,-14,13,1,9.9,274,house,5,3,1,1,0,0,0,0,0.24664,1,74.45999801158905,17,12,1
synthesized39,-3,-4,1,9.9,279,house,4,3,0,1,0.24,0,0,0,1.936029,8,0,0,12,1
synthesized40,-2,14,1,9.9,218,house,13,8,1,3,13.709999999999999,0,0,0,1.6052520000000001,2,21.09000027179718,108,12,1
synthesized41,-1,4,1,9.9,227,house,6,4,0,2,0,0,0,0,0.9594739999999999,2,0,21,12,1
synthesized42,-1,-4,1,9.9,73,house,6,4,0,2,0,0,0,0,0.11709800000000001,2,0,24,12,1
synthesized43,16,-11,1,9.9,127,house,6,4,0,2,2,0,1,1,6.26806,4,0,90,12,1
synthesized44,9,-9,1,9.9,169,house,3,2,1,1,0,0,0,0,0.14147200000000001,2,0,81,12,1
synthesized45,-8,-11,1,9.9,132,house,6,4,0,2,1.4,0,1,0,6.26806,3,10,79,12,1
synthesized46,-9,-11,1,9.9,170,house,10,7,1,2,16,1,10,5,0.239498,2,0,77,12,1
synthesized47,12,-5,1,9.9,219,house,8,6,0,2,0,0,0,0,0.23538666666666666,2,8,88,12,1
synthesized48,3,-16,1,9.9,324,house,9,6,1,2,11.86,0,0,0,1.6052520000000001,2,10.54500013589859,155,12,1
synthesized49,5,-12,1,9.9,252,house,3,2,0,1,0,0,0,0,2,1,0,0,12,1
synthesized50,-6,1,1,9.9,27,house,6,4,0,2,0,0,0,0,0.1596475,2,0,0,12,1
synthesized51,3,-12,1,9.9,178,house,4,3,0,1,5.42,2,1,0,5.130307,4,10.54500013589859,52,12,1
synthesized52,9,-16,1,9.9,283,house,3,1,1,0,0.4,0,0,0,0.128615,2,0,21,12,1
synthesized53,4,15,1,9.9,138,house,6,5,0,2,1.2000000000000002,0,0,0,0.827324,2,0,80,12,1
synthesized54,-2,10,1,9.9,63,house,1,1,1,1,0,0,0,0,2,3,0,30,12,1
