hhid,xcor,ycor,size,color,heading,shape,hhmembers,children,elders,adults,TLU,oxen,cows,calves,farmland_ha,fields,maize_selfconsume_kg,agriculture_h,region,woreda
071201088800102151,9,6,1,9.9,265,house,5,3,1,1,0.4,0,0,0,8.111468,4,9,33,7,1
071501088802609046,0,-2,1,9.9,103,house,5,3,1,1,2,0,1,1,9.925854,3,33,56,7,1
071801088802302077,6,-12,1,9.9,129,house,5,3,1,1,1.93,0,1,0,0.8632209999999999,4,32.4499988555908,12,7,1
071401088801303006,-2,13,1,9.9,64,house,8,6,0,2,9.52,2,3,2,0.9606309999999999,3,27.099999308586078,68,7,1
071401088800402111,9,11,1,9.9,251,house,6,4,0,2,0,0,0,0,5.716483,2,0,30,7,1
071201088801602097,14,15,1,9.9,198,house,2,1,1,0,1.71,0,0,0,2.079012,6,16.12,42,7,1
071301088802505011,9,-13,1,9.9,214,house,6,4,0,2,18.71,4,6,0,1.302884,6,7.957999855279926,116,7,1
070501088800907192,16,-15,1,9.9,175,house,4,3,0,1,0.2,0,0,0,0.235715,7,2.960000038146972,41,7,1
072101088806202174,14,-10,1,9.9,80,house,9,6,1,2,8.02,1,0,0,0.197545,2,10,16,7,1
071901088802302074,2,-4,1,9.9,111,house,5,3,1,1,5.779999999999999,0,1,1,16.158414999999998,3,0,73,7,1
071301088802505136,-15,-13,1,9.9,243,house,7,5,0,2,1,0,1,0,0.773635,4,5.56000006198883,24,7,1
071801088800101091,4,7,1,9.9,30,house,12,9,0,3,21.259999999999998,6,5,5,40.452490000000004,6,56.53999984264373,46,7,1
071601088800803174,6,-8,1,9.9,43,house,11,8,0,3,5.43,0,0,0,4.752330000000001,3,11.213999986648556,148,7,1
071501088804404155,-12,-9,1,9.9,84,house,8,6,0,2,11.46,2,2,1,9.62047849609375,5,10.4420002102852,190,7,1
071001088800403247,3,-13,1,9.9,275,house,5,3,1,1,0,0,0,0,0.289822,1,0,98,7,1
071401088801303060,14,16,1,9.9,158,house,10,7,1,2,6.68,1,2,2,0.890573,5,25.579999685287444,142,7,1
071501088802609054,2,10,1,9.9,55,house,13,9,1,3,7.3,0,1,1,11.640472,5,34,26,7,1
071801088801001048,5,4,1,9.9,70,house,3,2,0,1,0,0,0,0,0.0947,2,14.293999522924413,0,7,1
072001088801203076,-5,-10,1,9.9,152,house,12,9,0,3,2.83,1,1,0,0.439018,3,7.66000008583069,49,7,1
071601088800803018,11,15,1,9.9,241,house,8,6,0,2,2.51,0,0,0,0.5333,1,4.29199981689452,34,7,1
071401088800402132,1,14,1,9.9,144,house,12,9,0,3,20.7,6,3,1,16.938878,7,11.764999866485578,28,7,1
071901088802302056,-6,-1,1,9.9,273,house,4,3,0,1,5,1,2,2,8.462435000000001,1,32.4499988555908,49,7,1
071401088800402068,8,-14,1,9.9,235,house,6,4,0,2,4.8999999999999995,2,0,0,5.5945800000000006,2,12.885000109672527,46,7,1
071201088800102074,-10,-7,1,9.9,322,house,4,3,0,1,2.82,1,1,0,21.996520999999998,3,35.41999912261962,6,7,1
071201088800102111,16,6,1,9.9,215,house,6,4,0,2,6,2,2,2,4.733103,3,3,88,7,1
070401088801103128,-2,8,1,9.9,291,house,6,4,0,2,1.85,0,1,0,0.21698499999999998,1,11.6199997663498,0,7,1
071901088800701093,1,1,1,9.9,4,house,4,3,0,1,0.85,0,0,0,0.12119,1,15.429999589920039,56,7,1
071601088801705142,-10,-14,1,9.9,102,house,15,11,0,4,19.66,4,1,0,28.53533,9,9.69299983978271,92,7,1
071901088802302092,4,-13,1,9.9,165,house,6,4,0,2,2.33,0,1,0,7.837364999999999,1,43.9449996948242,70,7,1
071401088800402047,-16,-10,1,9.9,152,house,8,6,0,2,2.43,1,0,0,1.03762,3,15.30000019073488,56,7,1
070501088800907087,-4,13,1,9.9,357,house,6,4,0,2,0,0,0,0,1.0764719999999999,4,0,29,7,1
071701088800103192,3,-14,1,9.9,12,house,5,3,1,1,3,0,2,1,3.0485543333333327,1,49.000000953674395,0,7,1
071201088801602061,9,-12,1,9.9,274,house,6,4,0,2,5.55,1,0,0,8.376775,2,38.48,140,7,1
070801088800401085,-14,-15,1,9.9,65,house,8,6,0,2,7.47,1,2,0,9.313500424804687,2,30.690000534057646,80,7,1
071001088800403031,-16,-5,1,9.9,359,house,9,6,1,2,5.87,2,1,0,27.584165999999996,3,27.555000901222165,105,7,1
072101088806202048,13,15,1,9.9,179,house,9,6,1,2,4.82,1,1,1,0.48033000000000003,2,10,5,7,1
072101088806202090,1,5,1,9.9,229,house,8,6,0,2,7.1,2,2,0,0.9552690000000001,2,6.840000033378611,84,7,1
071801088802302107,-12,12,1,9.9,21,house,9,6,1,2,11.52,2,4,1,5.23228,8,49.24599844217299,55,7,1
071801088800101163,10,-4,1,9.9,177,house,2,1,1,0,0,0,0,0,10.838206,3,2.414999976754185,3,7,1
070501088800907171,-5,11,1,9.9,326,house,6,4,0,2,0.08,0,0,0,0.034423,2,2.960000038146972,5,7,1
072101088806202195,7,9,1,9.9,265,house,8,6,0,2,3,0,1,1,0.612819,1,3.1470000743866007,19,7,1
071001088800403166,12,-12,1,9.9,306,house,7,5,0,2,3.1799999999999997,0,0,0,7.069089999999999,1,40.76999914646152,84,7,1
070401088801103166,-3,-14,1,9.9,183,house,5,3,1,1,3.38,0,1,0,4.615545,1,15.900000333786029,0,7,1
071301088802505031,-6,-10,1,9.9,73,house,8,6,0,2,4.04,2,1,1,0.32652,3,7.770000129938138,16,7,1
072101088806202041,5,-12,1,9.9,295,house,6,4,0,2,3,1,0,2,1.77079,1,15,84,7,1
071801088802302092,2,14,1,9.9,67,house,3,2,0,1,3.12,1,0,0,0.575393,5,8.98000001907349,18,7,1
072101088806202027,13,-1,1,9.9,142,house,9,6,1,2,5.67,1,0,2,1.229709849609375,1,15,21,7,1
070801088800401064,15,-2,1,9.9,235,house,2,1,1,0,4.32,1,1,0,1.96613,2,17.15000033378604,7,7,1
071101088800201039,1,0,1,9.9,86,house,7,5,0,2,8.57,0,1,1,28.051923,4,0,35,7,1
071901088802302164,16,-10,1,9.9,360,house,5,3,1,1,4,0,2,2,1.264081593839397,1,52.61499983072279,88,7,1
071301088801301147,8,-5,1,9.9,350,house,7,5,0,2,10.37,2,2,2,2.630234,6,16.250000357627883,0,7,1
071801088802302047,4,-1,1,9.9,84,house,5,3,1,1,3,0,1,2,4.50587,2,29.6719989180565,20,7,1
071501088804404058,9,-3,1,9.9,212,house,6,4,0,2,0.28,0,0,0,0.15695,4,6.407999992370604,46,7,1
071801088801001051,-7,-16,1,9.9,22,house,3,2,0,1,0,0,0,0,11.108989999999999,1,0,5,7,1
071501088802609198,4,-3,1,9.9,305,house,5,3,1,1,1.2000000000000002,0,0,1,5.7306099999999995,3,0,58,7,1
071201088800102038,1,-5,1,9.9,324,house,11,8,0,3,9.63,2,0,0,21.8303914,2,0,8,7,1
071201088802802062,13,1,1,9.9,300,house,10,7,1,2,6.07,2,1,1,9.145153,6,43.6199997663498,105,7,1
071501088802609022,-16,-4,1,9.9,12,house,5,3,1,1,2.85,0,1,1,0.35731199999999996,3,5.382999897003169,48,7,1
071401088800402175,-11,8,1,9.9,167,house,3,2,0,1,3.21,1,1,0,0.53587,2,12.988000035285937,10,7,1
072001088801203022,2,-5,1,9.9,117,house,8,6,0,2,4.76,0,1,0,0.385272,1,5.437999963760384,72,7,1
071601088800803042,-14,-9,1,9.9,332,house,7,5,0,2,0.48000000000000004,0,0,0,0.02555,1,0,88,7,1
070401088801103110,0,1,1,9.9,253,house,4,3,0,1,0.86,0,0,0,0.31337,1,5.180000066757201,0,7,1
071001088800403049,13,10,1,9.9,125,house,6,4,0,2,4.66,0,0,0,1.48282,4,61.61399853229524,84,7,1
071901088802302128,10,-13,1,9.9,146,house,7,5,0,2,4,0,2,2,1.690896,2,47.90499967336653,100,7,1
071801088802302090,-8,13,1,9.9,74,house,6,4,0,2,0.9,0,0,0,0.91375,5,38.46999996900562,14,7,1
071801088802302137,0,-14,1,9.9,344,house,5,3,1,1,0.4,0,0,0,7.905564,3,28.932999074459058,1,7,1
072001088801203166,8,3,1,9.9,111,house,4,3,0,1,1.8299999999999998,1,0,0,0.668926,1,10.208000063896186,1,7,1
071101088800201303,3,5,1,9.9,46,house,6,4,0,2,7.989999999999999,2,1,0,6.165337,5,35,28,7,1
071601088800803079,-8,15,1,9.9,263,house,1,0,1,0,0,0,0,0,0.00159,1,0,0,7,1
071501088802609150,-4,-2,1,9.9,336,house,11,8,0,3,6.6000000000000005,0,2,3,10.457406,4,16.139999628067,178,7,1
071601088800803024,10,0,1,9.9,112,house,8,6,0,2,1.01,0,0,0,1.01137,3,8.619999885559078,140,7,1
071901088800701063,-16,-13,1,9.9,337,house,7,5,0,2,5.06,1,2,1,5.03826,1,32.039999127388015,10,7,1
071901088802302038,16,8,1,9.9,234,house,7,5,0,2,4.04,2,1,1,1.9042400000000002,4,155.7199952602386,92,7,1
071401088801303042,-15,-5,1,9.9,243,house,7,5,0,2,9.86,1,4,2,1.4568,6,15.383999586105308,0,7,1
070801088800401127,-12,-4,1,9.9,119,house,4,3,0,1,5.24,2,1,1,7.347589999999999,3,40.78000020980838,57,7,1
071801088802302031,-5,16,1,9.9,190,house,1,0,1,0,0,0,0,0,0.208369,2,22.999999046325684,12,7,1
071801088800101127,0,4,1,9.9,26,house,5,3,1,1,0.9299999999999999,0,0,0,6.768127000000001,1,4.35999989509582,20,7,1
071401088801303096,13,8,1,9.9,219,house,4,3,0,1,4.33,1,2,0,0.500452,3,28.617999076843176,22,7,1
071901088800701028,14,-7,1,9.9,55,house,5,3,1,1,5.82,1,2,0,0.30374,1,52.79999840259551,83,7,1
