"synthesized11","040901088800304008","synthesized32","040701088801502301","synthesized23","041901088800103027","040901088800304054","040601088802303004","040601088802303081","synthesized6","synthesized22","041901088800103017","041901088800103137","synthesized16","041901088800103012","040101088802202106","040901088800304075","040601088802303005","040401088801103085","synthesized1","040101088802202073","synthesized31","040401088801103004","040901088800304125","040401088801103058","040101088802202238","041901088800103077","synthesized4","synthesized19","040401088801103164","040701088801502376","synthesized9","040101088802202029","040101088802202172","041901088800103047","040401088801103076","040701088801502043","040101088802202007","040401088801103022","040601088802303061","040901088800304144","040901088800304099","040101088802202062","synthesized30","040601088802303035","040101088802202205","040701088801502263","synthesized25","040901088800304188","synthesized18","040601088802303020","synthesized8","040901088800304166","040601088802303050","040401088801103128","040401088801103040","synthesized29","040701088801502007","040601088802303096","040401088801103182","040901088800304120","040101088802202139","040101088802202304","synthesized26","041901088800103107","synthesized5","synthesized20","040101088802202040","synthesized27","synthesized17","040401088801103146","040601088802303111","synthesized33","040601088802303126","040701088801502311","synthesized10","synthesized24","synthesized3","040701088801502190","synthesized15","041901088800103122","040701088801502470","041901088800103062","synthesized2","040901088800304032","041901088800103092","synthesized28","040101088802202271","040601088802303141","synthesized12","040901088800304210","synthesized7","041901088800103032","synthesized14","040401088801103071","040701088801502432","040601088802303066","041901088800103002","synthesized13","synthesized21"
38500.3009764489,422206.605734343,1074515.39887353,39425.8232106942,174378.376548463,147074.171369922,176781.12759244,1591828.17539851,711132.668096723,85445.3885456609,0,74697.8502775344,432559.763163433,2932535.70807244,6323416.10634383,319626.442345064,16483.8101560725,41718.2601939394,76027.7718150653,58222.1518522413,228638.893086035,16331.2184505191,12626714.4479606,1315894.42325392,185896.882619874,14688.7851548694,34703.9556016545,209107.16916893,2804713.22893881,67692.3333072082,29842.9584298081,22202.2365442685,305581.37266645,4727337.70775341,19416.7894474589,1107597.30147727,21217.6582416141,97869.4551133883,1571401.89075756,65565.2660586865,96263.6029805903,299050.51354506,12209.6605465458,43842.3348317609,97085.8075835521,1506084.1835732,55562.40351784,106048.01349033,31620.3625205678,170166.642231873,167664.701496087,2466.54764342203,70587.8421851255,77095.4745882338,23676.5289080972,10364928.8858245,188996.213931442,224864.993462408,47644.0187520468,783091.941075871,301225.4939402,76148.5126367358,139490.260629363,701257.598690566,12737.0202065357,18594.1278061947,10565.09914561,1005909.14155239,78605.0336427031,229336.922453018,364860.684979966,234550.565326589,485589.384688626,14663.1377346634,3495.36482019424,30090.2472038858,254898.105949197,314086.083348773,115709.25402244,56406.1379540311,449433.632157772,181599.397837534,385509.246332893,57577.743172091,72468.4006469548,1395643.95050434,307279.218299816,384143.092586925,95993.0160368623,161337.067123016,2181703.03380954,465426.539247455,268162.188895035,61197.6356473172,105847.303694437,34988.3674546162,213018.569607399,162284.059881654,200312.817673325,24584.8939985453
38171.3766955799,361386.610519867,1010401.54519227,37338.3400390642,102959.175501588,76148.6846191139,110813.658481874,1526637.79870108,647414.195036114,54413.0424799416,74697.8502775344,0,367021.138383455,2869012.60765791,6259825.24863887,262179.335321877,90830.1388726021,33007.1283184484,8831.10479507242,53613.1512436259,161269.646525716,86967.2207337618,12563452.475691,1249083.2921929,113227.089074963,60483.9524239071,65917.3509098599,134877.020851047,2741743.67299264,10193.967449253,46115.215102643,96457.1851511279,233393.014185254,4663868.01396876,93704.0639650893,1042066.43892594,92651.5375048711,59175.160285508,1508778.04898583,18245.8361038623,24580.546554499,226880.769409517,86637.5281060213,51597.0431448562,51376.4903463815,1439363.43835541,43770.1424603774,71521.7242558796,43125.7645580184,115120.626920921,109646.268423958,76991.8220098858,16897.0891651868,9216.30377289681,56819.4705607894,10301735.1874787,130516.583706221,152890.577349827,27220.7003172433,713656.650781227,238525.809237476,26603.440382833,64827.3272059275,637320.201876326,82428.5170282146,92877.3058202488,85024.0181814406,944204.139618962,58893.6018640712,157592.609584877,306170.364678049,162624.34094609,416930.232718731,84953.2991905897,78107.4087203253,44724.8557482357,199150.036112602,240598.934121304,46072.3082489597,60421.0112865335,390236.735824944,110090.199384203,313173.092963783,44684.3167716213,2428.30097660781,1333031.43712085,235085.439930818,312976.609762733,45666.6118018696,88727.3157527874,2117731.89425302,397561.36980841,196087.685707279,48068.3409312089,33776.4958924665,41352.0864607638,138661.908454274,91255.4293010976,126698.869846916,98809.500547561
403438.888248883,47599.3589456459,643410.728505492,402758.973363077,317074.970311497,331777.290293174,256731.703827883,1159772.37818826,280805.601265642,349753.663195191,432559.763163433,367021.138383455,0,2502030.47731531,5892817.20625315,127220.239729308,445459.613909172,396052.065128812,370973.211404569,378107.08459322,205766.777686406,438023.364455404,12196473.7960027,883348.654943179,304155.285756041,421276.231398035,404901.951598488,249050.838938403,2374888.77684933,376904.594762101,409854.783788534,449991.436858741,274760.84944946,4296877.32560299,447772.318127519,675295.002670549,442775.09056099,336978.830966678,1142197.48033586,383959.648820295,357025.241123726,275547.756205025,442090.921913397,390643.268373243,336010.257767438,1073526.78640599,377848.765434782,332005.425339797,403830.30660132,264448.491108727,265530.954633562,434388.379419713,380446.235035898,370223.226470595,409153.413650567,9934769.40325709,244620.558090575,220214.764653249,391585.130738482,355112.378739296,132379.755145886,356902.850469333,311967.736866877,270585.895639309,434399.022106741,447106.213513769,440798.387706656,578797.532885448,359094.114992666,215163.19494443,88486.7547437625,291165.007820821,65495.2408078552,436409.976452013,435275.316329632,404880.435775434,186126.744827433,161771.532699132,350534.915546833,382893.600049341,66562.1162544218,313469.204023755,105096.157210247,376090.690826516,368476.21956425,966515.138148309,274580.968672758,87750.557832837,336603.715250865,316982.01095761,1750714.96061141,42803.9396928701,281293.807324408,373385.405393441,350647.060299442,406031.414735875,271705.621597396,276701.288886907,288885.789705901,451890.150795512
2905112.41403575,2510415.74978938,1858619.87170369,2904457.63001761,2810405.85656879,2829167.53941689,2758463.21903536,1344852.8624418,2221727.93614993,2847874.39928206,2932535.70807244,2869012.60765791,2502030.47731531,0,3390891.0711805,2613730.80628846,2944349.96705571,2897530.96151725,2872997.8001865,2876119.17060203,2707788.86726998,2936355.55116789,9694443.94478823,1627711.25342396,2796545.34647962,2922046.81573903,2902716.13571664,2746513.21807462,133529.971855614,2878914.83556694,2911258.55274137,2948460.64379738,2722268.42944623,1794861.72775792,2946450.49981077,1828478.7767738,2940688.85871012,2835180.33239146,1361574.62054905,2885989.01712852,2858718.32393072,2726573.6963711,2941280.16055744,2889514.24734438,2835450.25718082,1439552.91639402,2877126.99919223,2828504.10288152,2904909.53382998,2762457.82452914,2764913.38952862,2934222.10585861,2882453.37780102,2872243.67710385,2908899.43004492,7432746.95375622,2743550.78947198,2720409.56917805,2893248.78220692,2168133.35818409,2631635.76637925,2857842.27860593,2812981.54579299,2231752.77970873,2933080.42428327,2945846.23482065,2940099.81821278,1927322.23607303,2856240.38122442,2715404.31567279,2568272.35901664,2769561.09967925,2455709.90122311,2934897.93436949,2935037.34497001,2905867.80473895,2678472.52311958,2644729.86355362,2850889.86998986,2880061.22939339,2483938.64549643,2805467.49530921,2569552.16470162,2875213.26857562,2870436.87894362,1537181.67930751,2721150.95242867,2564331.15751755,2836756.23961283,2813418.53673407,751628.955948291,2473407.68266882,2747055.02105303,2872032.71999876,2851991.90221812,2907605.01092641,2762424.12038318,2778651.10508979,2779937.869242,2950176.70983162
6295977.50936268,5901273.55419085,5249426.32881435,6295320.50025704,6200079.60041245,6219230.40868804,6149313.43150525,4734325.85548131,5612602.50192618,6238720.34385346,6323416.10634383,6259825.24863887,5892817.20625315,3390891.0711805,0,6004517.54051786,6335196.11386601,6288407.30107943,6263762.21282021,6266952.8885039,6098582.50047626,6327182.5144405,6303914.97734143,5015556.8523567,6186166.69954974,6312937.39524422,6293533.49879746,6136716.7318581,3519039.55962529,6269717.29094629,6302139.03279371,6339289.40090445,6108920.40976354,1596116.48226058,6337287.90065811,5218655.93068737,6331496.3780023,6226032.43901099,4752225.63792367,6276761.05850952,6249363.63350557,6113423.76888928,6332137.7977486,6280371.84329841,6226330.33266168,4826079.59694778,6267998.02649758,6219305.80122074,6295797.49531652,6153325.20979751,6155799.95344751,6325098.69974848,6273200.59764196,6263002.59280267,6299777.33178184,4042536.13039542,6134435.06991748,6110905.83050221,6284113.97565048,5556324.6921335,6022524.55972715,6248730.64027005,6203518.17962842,5622614.58124233,6323921.34482698,6336685.92886033,6330961.31255515,5317983.85495808,6247051.64079546,6105909.93352379,5959071.34451041,6158092.79483983,5845930.70213597,6325731.6775362,6325912.52362731,6296756.89394508,6069273.28789739,6034334.9277094,6241304.27313437,6270862.50775859,5874693.81586497,6195025.09851121,5959044.03023092,6266080.5524893,6261259.79484788,4927919.55193588,6107750.43290422,5954256.28543002,6227645.24026529,6203403.58799924,4142117.8213058,5863859.26505897,6134771.20393306,6262887.67534448,6242566.58370779,6298476.92305205,6152004.83862948,6169381.3236728,6169488.29439909,6340997.56257649
295358.072886506,104144.159428234,756906.203000327,294812.746250134,241365.167894006,247216.303011752,153558.753610796,1274910.38792157,394060.651136317,234434.125520443,319626.442345064,262179.335321877,127220.239729308,2613730.80628846,6004517.54051786,0,330840.38126495,287218.716839219,267858.581833087,262546.063882572,112467.058265301,322722.380211041,12307600.4450042,1001929.37133003,231490.286069575,310031.364601175,289048.139647984,173915.650685815,2485617.0634307,272266.459895677,300558.275350814,334834.193019489,255571.966439701,4408407.99426797,332875.559465695,791798.942172685,326988.349110428,221834.522719301,1252308.50974618,280214.795147769,258010.515449298,253281.980772108,327888.913261999,276178.40201631,222835.689991052,1191623.60678198,264065.328250404,214795.129080097,293558.920363695,149700.288417054,153367.181099037,321201.660742483,277603.424112475,267310.300456261,295955.333696031,10045792.8742522,132037.797288843,141188.648257047,283641.724452812,480665.3878498,39232.8268409606,246837.636109901,218744.564884809,384541.400893241,319535.78423922,332289.235914805,326760.684593537,686613.058271577,242556.361034199,136932.553635292,45491.4312466773,239208.640692755,191202.524437809,321301.395074453,321966.769579178,294340.036073601,64788.4216132329,143853.272513847,257371.298069702,266349.22002969,129880.862008582,240313.152936169,150633.099637896,262072.257630671,263158.275765527,1076598.2436828,256191.060855858,134210.663597331,224847.141541059,235665.723407035,1863315.05252684,168380.16461845,244528.326379861,258680.351230632,253788.620505004,297448.238751905,206478.501606078,179529.894554434,220431.701473116,336515.002183379
54981.1897181307,433939.151406726,1086666.44700455,55903.790453086,190857.679851678,163553.409124199,190579.878850789,1604204.73692933,723309.80190891,96475.9099702485,16483.8101560725,90830.1388726021,445459.613909172,2944349.96705571,6335196.11386601,330840.38126495,0,57955.242400292,92424.0958637917,68298.1663144329,242454.50449701,9139.0890237589,12638375.00675,1328780.3983164,202360.839277453,31172.3658155975,42115.8359127281,224830.514989695,2816373.02131232,84073.2851807795,46326.1260226041,5719.73889562913,322061.270809775,4739098.20409427,2946.15061771481,1120142.99256957,8904.96051879946,109177.361389379,1583049.50185997,82041.6959213176,112689.213977709,315530.823999901,4338.24947143449,54915.2103333397,109458.355746154,1518921.51688075,67612.8598695083,116221.402324571,47709.3111550808,181980.075000051,180057.066836403,14128.7150902633,87064.512892933,93492.0068994781,36871.1000467112,10376574.6595282,201231.557057074,239823.172393892,63933.7514568868,796876.891361109,313705.031799157,90382.8512038303,155531.127691212,713499.431443953,11343.6915271338,2206.73197240459,5966.0087209365,1017417.69593317,88438.5546289794,244223.528731256,376214.66857389,251029.973750935,499281.349937049,9944.12735274161,12990.0908509918,46107.3248913751,266053.276651367,329426.971873401,132188.375301798,64963.9593807598,460720.870382208,198078.715429618,400392.825473826,69393.5062031863,88566.9344626466,1407313.00322417,323758.688630922,398656.280843594,109042.290524221,177796.956345048,2193680.38821027,478913.23148959,284641.628777562,72349.6903064341,122280.295422054,51466.1277794193,229327.31071903,177207.634975431,216728.971735494,8113.40890939888
8711.93579840399,388237.316160921,1039060.32350897,8499.57598420307,133773.397836369,106536.423730774,139335.880041461,1555815.41205004,675804.950079691,60087.9713566733,41718.2601939394,33007.1283184484,396052.065128812,2897530.96151725,6288407.30107943,287218.716839219,57955.242400292,0,34697.0257711932,42548.5008824095,190788.290008737,54671.3484738997,12591910.8536888,1278933.61904609,144840.655738281,27499.8792911821,40551.4327754686,167725.230918804,2770023.28001125,26324.073091449,13866.2751141776,63620.0370061023,264847.034223566,4692388.64218334,60850.3674568191,1071344.10292186,60348.8340996384,70207.3050481685,1536851.60758594,26078.6138199736,55030.7380392986,258320.079386851,53732.9546269606,31932.4422549428,66056.6581896224,1469188.98282142,33511.4084257986,81187.5260953687,10378.6503799567,137841.416498902,133872.947881591,44028.4257346995,30877.022649726,35770.4587900689,26496.6315452306,10330161.425919,155260.633890462,184683.874481971,6046.13089932689,744569.806746066,266003.335720511,40425.0048067975,97827.8849868388,665803.845920783,50115.4017032191,60020.6682821799,52108.5525616083,971799.215637246,58328.0593626336,189280.010219039,331923.207898405,193864.243055821,447413.996503588,52648.4630911812,45147.2092904524,12078.6752121568,223079.011149328,273156.872296649,75308.8771806398,46460.0458864694,416382.609670991,140980.98873734,345250.337464083,35680.0018496725,30815.0325617277,1361083.09089869,266543.561645145,344531.520132729,62835.8651401308,120252.961807692,2146418.80950066,427676.325214818,227449.143312587,40594.7973951524,64646.8213458777,10234.272131881,171373.582569034,122398.690284065,158919.930265292,65986.7027351561
38000.3032798446,366321.505571774,1014380.36429885,37097.9793280458,99168.2886535547,71998.5313533211,115557.956739029,1530323.43172891,651573.222603589,63221.3022808697,76027.7718150653,8831.10479507242,370973.211404569,2872997.8001865,6263762.21282021,267858.581833087,92424.0958637917,34697.0257711932,0,61136.235810975,165254.114228823,89367.3978156701,12567440.4236462,1252409.77361308,110143.656138249,61457.8430733675,71112.2271358795,135564.608939856,2745842.31136358,8467.91248681942,46490.008016824,98121.3908289002,230170.049559333,4667839.44231643,95336.3959183967,1045727.27856322,95045.4239073846,67908.4293791764,1512999.35896444,13051.9372434823,20333.808102197,223644.321452976,88169.8380292686,57694.4240010554,59958.019554941,1442694.56433108,51085.7686414425,80261.109077201,45075.5229248162,121874.481811359,116022.891034979,78369.549321819,9751.55719321384,1133.09673337337,60270.0418825147,10305739.9657564,136620.562653483,155192.734679201,28664.4906833079,716337.54953359,243336.009302974,35420.8468899724,64949.2342972085,641437.507137069,84811.3289749585,94500.627049625,86532.1847358094,948672.653541037,67495.1282918148,159987.728950122,311558.723170016,159206.702882785,419998.311060125,87342.9585406742,79502.2109368767,46771.8410146864,205279.474202427,241746.829549073,41009.1318729,67697.9853071551,395419.200661434,106365.270324804,314930.395489617,52207.9893523327,10133.160446209,1337271.13791083,231866.269183643,315269.236840126,54101.6828624064,85556.2063998737,2121647.82671036,400878.338531202,192779.921542521,55888.9025340243,29951.0483781176,41433.1314659117,137083.657032817,94478.894627696,124308.33124516,100499.241271312
50278.9895046322,365735.474910357,1018583.4952982,50433.9392659658,152250.619418016,126750.480046393,125782.66231809,1536232.46591835,655263.646766949,28377.7045104886,58222.1518522413,53613.1512436259,378107.08459322,2876119.17060203,6266952.8885039,262546.063882572,68298.1663144329,42548.5008824095,61136.235810975,0,177219.015467615,60252.4541246832,12570105.9793637,1261229.91122921,160651.493746384,52074.8586033876,26797.080593112,169025.201696107,2748107.77335358,55241.8965091893,49636.8231352915,72347.0447070123,279578.746321414,4670851.40925375,70339.5389639555,1052306.07061574,64762.6092770104,41157.2524369504,1514786.18235868,60797.6388488884,77369.6672876316,273154.580047147,65438.5440387577,14646.0668826528,42976.0006756532,1451313.48372703,10212.4056088291,48024.0794403083,41251.8332847082,113980.651612008,112605.548988668,59487.7715508309,63830.787362667,61932.3914962481,35274.2419782407,10308303.378639,133525.408319151,178727.61059302,44415.625401858,730701.545033217,246024.050401167,34163.921788473,106087.436084733,645491.344141686,56990.7386475436,69748.8461468274,64378.3743619723,949136.474119512,20393.4227709485,182725.552056091,307931.086663599,210054.22203736,433107.232748928,58783.6561669035,60123.3311134762,40931.0283590805,197759.154985946,269522.460268512,98656.9173389508,7375.88207528114,392426.908484184,159094.674808676,337877.239856858,8937.44222397407,51534.5572640247,1339055.23221257,281249.33401553,334768.205346586,44374.1624658959,137033.695072656,2125504.19760382,412380.911203462,242844.183514152,6563.10976863352,85658.3579767503,49835.3481237506,181074.157477845,117172.857494869,171929.462404106,74101.9131009782
197958.631791182,202911.265124854,849170.05621436,197256.477051692,129190.965015559,135079.931310569,51879.8828549021,1365393.53302075,486321.368378139,149595.724344504,228638.893086035,161269.646525716,205766.777686406,2707788.86726998,6098582.50047626,112467.058265301,242454.50449701,190788.290008737,165254.114228823,177219.015467615,0,235637.511877252,12402232.4030169,1088161.70651336,120010.621766128,216643.30600679,203616.56560671,64134.5878551371,2580594.29363065,171138.600653815,204629.311984112,247325.565081903,173229.946794127,4502638.92339296,244940.37819919,880838.369863783,240724.965730965,137194.878680678,1347752.75697702,178221.649746292,151987.150484016,168912.796668017,238837.598858597,188426.485704844,134253.764662516,1278423.51057586,175364.175635398,135265.067725994,198965.680306951,71478.7816758816,68151.6128615688,230593.468069239,174773.82402026,164520.154857994,205680.792850507,10140523.8525695,52654.8636018536,33690.9992019008,186133.868009281,554470.069714851,80580.0415039865,152505.820256322,108833.369579349,476183.821278376,231724.599431979,244225.673838626,237451.650752229,783599.044918936,159980.643314257,31450.247181671,151619.259512673,136103.948681094,256953.729944854,233893.785465796,231539.568758713,200108.771776896,66726.1038927885,102626.70816281,147900.26806221,182923.253458,233094.529080487,128561.396263897,162519.743361656,173838.529526076,162746.971340269,1172029.90508073,174375.14760165,157890.447675722,133676.117711292,123206.942707224,1956479.73870566,236943.61011558,150668.393307745,171802.478384567,146281.429445299,200647.282826151,98900.704271074,71385.7249634021,110581.096221421,249367.753261504
53025.6999637407,425984.011169844,1078828.69580151,53938.3950735752,188382.601654576,161112.692393673,183805.477219984,1596453.14260811,715500.267149462,88576.9355036347,16331.2184505191,86967.2207337618,438023.364455404,2936355.55116789,6327182.5144405,322722.380211041,9139.0890237589,54671.3484738997,89367.3978156701,60252.4541246832,235637.511877252,0,12630313.9327763,1321274.98663233,199510.234429206,29795.9706529046,33698.8711493687,219877.256375778,2808321.01403965,80974.0129206422,44508.6792902658,12118.8558231844,319502.521294243,4731078.96065328,10398.26846902,1112478.35058567,5736.80827410314,101329.44167819,1575002.66131353,79845.1135454205,109700.862954317,312974.144061624,8882.61832684521,47411.4646383032,102067.058849721,1511387.59319831,60352.9404502921,107967.976440566,44293.4329931613,174180.155754095,172512.689817463,14414.0470158804,84839.4528791954,90441.1547587711,31043.9899199685,10368508.7656867,193590.466651711,233931.101084137,60704.8778198135,789908.243263884,306101.457998563,84228.0608862935,151229.407583802,705718.336072959,4614.44723315715,10003.7082946872,9320.25058344805,1009332.08676366,80181.3959522385,238256.891585414,368132.763405401,248505.799786307,492286.91928684,2059.85418821804,13507.4778362695,42597.0898717057,257941.744988566,323891.225519531,129804.968533478,56514.2130340363,452598.535523013,195596.149337869,394346.069115377,62007.8730235112,84637.7523128384,1399276.98358183,321199.72493216,392278.78173849,102004.332747179,174921.714568706,2185754.13860769,471795.404910121,282099.143874188,64653.8419618949,119317.474407618,49564.5935983394,225617.061695751,171355.120762347,213494.838794237,13874.1168799697
12599514.7823041,12204518.4298993,11553063.2862124,12598862.8653718,12503994.4367202,12523129.1359649,12452885.1749116,11038230.8582459,11916128.3045488,12541906.4702516,12626714.4479606,12563452.475691,12196473.7960027,9694443.94478823,6303914.97734143,12307600.4450042,12638375.00675,12591910.8536888,12567440.4236462,12570105.9793637,12402232.4030169,12630313.9327763,0,11319421.1321395,12490081.4180249,12616333.4848243,12596646.9832001,12440598.0414718,9822006.42228247,12573357.3416146,12605627.4507711,12642424.4277203,12412474.0533515,7899610.06464312,12640444.5739612,11522519.8847897,12634585.8505356,12529235.7026044,11055329.5747801,12580432.1517089,12553122.2421629,12417012.9314514,12635348.5543029,12583587.5294591,12529632.769483,11129868.9376364,12571258.9625118,12522394.0544898,12599239.7269876,12456580.8493227,12459145.7059088,12628380.6920802,12576893.3635646,12566685.4957224,12603064.0457102,2261839.83472042,12437766.1389027,12414722.9374319,12587651.2142999,11860171.0936003,12325969.6289535,12552170.4519988,12507323.1771612,11926171.3737497,12627088.0410721,12639849.0793985,12634184.1957949,11620989.7466277,12550156.0984452,12409723.9456453,12262181.4627845,12461933.4665603,12149804.0780574,12628878.7697351,12629186.3784118,12600186.5138709,12372375.6089461,12338249.6907718,12545146.9208492,12573944.7417786,12177739.5209615,12498939.0471289,12262958.0697642,12569328.7361161,12564873.7433475,11231077.4675458,12411294.5762655,12258161.8209459,12531010.9683529,12507308.2406306,10445865.6843098,12167684.9418704,12438503.4203786,12566096.8398085,12546357.5436312,12601994.807087,12455919.2112515,12473086.9177325,12473402.2372537,12644113.8718698
1286109.35632386,897802.317666154,255291.913199619,1285400.18351311,1185010.35591627,1204776.81304776,1139663.59894124,284427.954126552,608560.96640287,1232853.99089478,1315894.42325392,1249083.2921929,883348.654943179,1627711.25342396,5015556.8523567,1001929.37133003,1328780.3983164,1278933.61904609,1252409.77361308,1261229.91122921,1088161.70651336,1321274.98663233,11319421.1321395,0,1171045.83030784,1304480.78029668,1288023.71231565,1122720.02792801,1503720.07489587,1258792.38390001,1292768.82151137,1333271.16999652,1094558.77791453,3420619.02309991,1331074.44011777,212162.678746156,1325965.15124341,1220075.01628802,302477.60707474,1265455.38716377,1237053.80427283,1098867.22525625,1325429.7890891,1273928.69521509,1219322.9157247,190286.346706098,1261169.86660722,1214596.13846414,1286942.91867726,1147321.673759,1148765.18165623,1317731.34845614,1261648.42860761,1251596.93544162,1292500.84214614,9058082.70475017,1127712.45658103,1098071.19794252,1274292.25594451,540783.942064676,1015206.34613436,1240124.09085393,1190674.12631334,617742.485856904,1317693.11024971,1330414.11251876,1324141.74962798,342486.648223789,1241962.94483316,1093134.35604144,956688.879708453,1142546.46828275,832606.422654214,1319681.21293964,1318620.4740926,1288030.01827353,1065749.37891587,1019295.47257688,1227839.67419456,1265822.74707128,874361.814817387,1179833.09707324,943927.526378088,1259395.525642,1250665.36443898,170487.741951961,1093442.38803107,939840.124951352,1219950.89594662,1188807.61782854,877104.71985981,851541.441464333,1119533.4852795,1256622.35834449,1229842.80365422,1288808.45586119,1136859.55060581,1157972.67133589,1154302.35621079,1335147.28075596
147446.039462592,312489.50695413,940235.993173431,146523.255274304,14089.9090049634,39531.6101392976,100334.969955069,1451931.10742157,581718.171490413,145522.23457486,185896.882619874,113227.089074963,304155.285756041,2796545.34647962,6186166.69954974,231490.286069575,202360.839277453,144840.655738281,110143.656138249,160651.493746384,120010.621766128,199510.234429206,12490081.4180249,1171045.83030784,0,171230.1914842,178446.376540687,58030.5474375893,2670617.77150255,118544.758756166,156093.660881555,208075.523979562,120166.495443736,4590777.20573553,205281.951906413,968163.392233714,205188.686894438,139846.021997533,1440205.85614179,120438.721901007,89809.9487150133,113654.007673911,198090.197727365,163130.647501782,130799.949286361,1361035.20195849,152586.400909292,148055.136317597,155219.142134715,132825.698705925,123509.066350656,188250.236007035,115428.560676515,109072.707583625,169965.174948656,10228608.9343453,131709.171443001,90661.51303398,138806.261270329,631002.186652639,196253.892751471,126503.266099146,56412.7940442693,571209.948325424,194954.10707858,204442.471040498,196446.404993487,880308.824127512,155468.191403981,95247.5563386924,267252.01430076,49555.5958579866,341849.913486646,197484.48412044,189388.206361982,156914.532894787,184090.016391128,151835.62788536,70498.4260502895,168025.810089732,343928.068774545,9329.69997603285,227140.326868296,152611.220299925,115618.210900476,1265021.57821933,121859.500761197,232504.000155991,125052.10837794,24591.0188342002,2044927.20720109,325841.458805966,82878.5817170553,154146.515224803,80195.7314661636,150953.860809743,34193.5348999798,75217.8000236321,16935.9704896001,210459.621602366
23819.0939133748,412026.682317669,1063786.61529582,24750.8403730632,159695.60067217,132391.6703387,164901.910489702,1580863.36060747,700430.85072316,77270.7500588971,14688.7851548694,60483.9524239071,421276.231398035,2922046.81573903,6312937.39524422,310031.364601175,31172.3658155975,27499.8792911821,61457.8430733675,52074.8586033876,216643.30600679,29795.9706529046,12616333.4848243,1304480.78029668,171230.1914842,0,33984.046832673,195202.89902143,2794364.8117242,53149.5044901374,15156.7251152336,36890.4788330718,290897.534751643,4716882.46021247,34104.6547678904,1096506.4497543,35193.5688586481,89163.4932243363,1561096.83298977,50888.9189959572,81647.8179243648,284366.225378034,26888.1207741843,37492.1909421519,87215.1614535559,1494705.87669729,47142.929367798,98433.829530433,17901.8479687602,160336.409170835,157256.908501851,17075.0484262852,55910.7365698413,62524.837416412,17508.6386167421,10354563.1074894,178670.354862983,211727.746541597,33290.9114816967,770898.313961789,290442.375087032,64376.3038891815,125294.220219428,690498.340103887,25496.1213146315,33277.9809431958,25242.8062751375,995772.388662689,71923.2992632731,216267.688812528,355082.883186267,219867.429581463,473539.287206105,27862.2639515827,18182.663712237,16608.0863289244,245464.579888222,300518.75501934,101027.264106217,52096.5789381591,439652.937044818,166916.560107506,372361.069753586,49358.8074657914,58306.101811804,1385328.81054958,292595.843340463,371349.849729123,85372.5920447296,146675.228668633,2171080.50024685,453576.285432252,253478.922534055,53628.236229123,91220.7640035188,20315.593338164,198511.252609837,149263.465759751,185695.607451824,39270.646289002
44616.1068616279,392380.244400373,1045284.58155315,45229.9522112028,168699.035934446,142042.204540872,151992.892558834,1562968.8066492,681983.431025896,55169.8453347034,34703.9556016545,65917.3509098599,404901.951598488,2902716.13571664,6293533.49879746,289048.139647984,42115.8359127281,40551.4327754686,71112.2271358795,26797.080593112,203616.56560671,33698.8711493687,12596646.9832001,1288023.71231565,178446.376540687,33984.046832673,0,192318.443571185,2774658.47533372,63336.9415698429,39442.9333753304,45807.9367625603,298428.861711894,4697428.04079185,43950.2117128936,1079073.28254811,38012.4368075158,67950.1352067798,1541343.17101798,65706.6438606208,90420.1231062327,291940.679695226,39677.9303486476,16106.1563671169,69430.062983594,1478104.04769982,28920.9741827589,74274.3618783177,33037.6268174842,140750.955166358,139391.494420142,35390.6998456643,70074.2129106671,72116.5688020322,17499.0738353561,10334840.2816404,160321.988039658,203900.387431787,45443.6119087195,757385.671968273,272818.075786806,55263.5550894323,126300.281559088,672223.857721421,30793.4097940293,43415.2040088167,38821.87689262,975660.973586538,46495.2846008659,208037.948412244,334469.528405233,227986.120480111,459775.44137462,32365.6362903298,35773.7498182373,31685.6653026181,224271.933406832,294473.757734356,111807.207014728,22851.6503358461,418920.131285877,175782.078864764,363666.75189349,30087.4833528035,63532.8502388437,1365621.89848039,300115.594462939,360922.350711619,70130.7832972386,154142.460887169,2152149.72637526,439101.220343123,261279.548096067,31819.2321323628,99692.903782776,42376.498303038,201603.06227247,141741.905456556,191053.223020439,47468.3288110671
